doc_id,equipment_id,name,org_name,eqnet_equipment_id,status,before_general,before_detail,new_general,new_detail,category_changed,fallback
WOpxS28bdpyhj2kGDbLw,OSAKA-319,昇温脱離ガス質量分析計,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,質量分析,,その他,質量分析,True,True
WP94c7GcKiGuItbV1jkM,WP94c7GcKiGuItbV1jkM,マルチラベルプレートリーダー,東京工業大学,2470,matched,分析,光分析装置 / マイクロプレートリーダー,光分析装置,蛍光・発光マイクロプレートリーダー,True,False
WPCA4GSB6sPghrLTAtjQ,TOYOHASHI-AIR-PLASMA,エアープラズマ切断機,豊橋技術科学大学 教育研究基盤センター,,fallback,工作支援部門,,その他,工作支援部門,True,True
WPPTHFYlecjWJwCr6L1H,KYUSHU-bioanalyzer,回折装置 バイオアナライザー,九州大学 中央分析センター(伊都地区),,fallback,,,その他,未分類,True,True
WQCuzAPQDUELxQt1oAJp,TOHOKU-701,[701]タンデムペレトロン加速器,東北大学,,fallback,計測,加速器・PET,その他,計測 / 加速器・PET,True,True
WQdyXQpeIGOrpTCp5zAq,RYUKYU-256,【研基セ】紫外可視分光光度計,琉球大学 研究基盤統括センター,,fallback,分析機器,,その他,分析機器,True,True
WQv9kl899kdeFuqg1T9d,WQv9kl899kdeFuqg1T9d,マルチカラーデータ解析ソフトウェア(4),新潟大学 共用設備基盤センター,,fallback,その他,解析用ソフトウェア,その他,その他 / 解析用ソフトウェア,True,True
WR54v9sgVvcPto4KdN1N,WR54v9sgVvcPto4KdN1N,VarianNMR400MHz,新潟大学 共用設備基盤センター,,fallback,"磁気共鳴分析 (NMR, ESRなど)",NMR,その他,"磁気共鳴分析 (NMR, ESRなど) / NMR",True,True
WRvDMBIlnfnnFCLQHX96,WRvDMBIlnfnnFCLQHX96,シート抵抗測定装置,東京工業大学,,fallback,分析,- / -,その他,分析 / - / -,True,True
WRxda8it6LbnCMu73HKD,WRxda8it6LbnCMu73HKD,CO2インキュベータ,東京工業大学,,fallback,ライフサイエンス,培養 / -,その他,ライフサイエンス / 培養 / -,True,True
WS7lKqUXnUdtxuVqFuDu,TOHOKU-943,[943]タンパク質相互作用解析 GE BiacoreX100,東北大学,,fallback,バイオ関連,生体分子解析,その他,バイオ関連 / 生体分子解析,True,True
WSPCYVYcYtrG6nb4OjRd,MURORAN-list_03,走査型プローブ顕微鏡(SPM),室蘭工業大学 研究基盤設備共用センター,,fallback,表面・分析評価,,その他,表面・分析評価,True,True
WShLYSHoYYZtEMCbuleG,WShLYSHoYYZtEMCbuleG,固体NMR 13C検出タンパク質、多核測定対応 [sc700d],理化学研究所,,fallback,研究施設,,その他,研究施設,True,True
WSnvwapZsyTII3APvj0z,HOKUDAI-AP-901364,分析走査電子顕微鏡,北海道大学,,fallback,顕微鏡(電子)_HU (Electron Microscopes),None,その他,顕微鏡(電子)_HU (Electron Microscopes) / None,True,True
WT4K8AmQMqlBBfHTa2jm,KYUSHU-avance-%e2%85%b2-hd-500,核磁気共鳴装置AVANCE III HD 500,九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
WTQzpRcJSIpnHXg62gKd,KYUSHU-ehf-uv10mns3,汎用アクチュエータ,九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
WTePX5DCqQ3CS9h9zXCZ,KYUSHU-facsmelody-yellow-green,細胞単離解析システム(FACSMelody): Yellow-Greenレーザー搭載型,九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
WU45K2n1K9rdWXx2ppQn,WU45K2n1K9rdWXx2ppQn,サーマルサイクラー(2) (ABI GeneAmp PCR System 9700),広島大学 自然科学研究支援開発センター 機器共用・分析部門,3436,matched,DNAシーケンサー (DNA) (関連機器も含む),,遺伝子・ゲノム,サーマルサイクラー(PCR),True,False
WUWaJHKLiFnspcq9RLJG,RYUKYU-363,【農】タンパク質精製装置 AKTA pure,琉球大学 農学部,,fallback,生命科学機器,,その他,生命科学機器,True,True
WV0s6Wphf1XHq9eLIlsP,WV0s6Wphf1XHq9eLIlsP,蛍光分光光度計,東京工業大学,,fallback,分析,光分析装置 / 蛍光光度分析装置,その他,分析 / 光分析装置 / 蛍光光度分析装置,True,True
WVUeLiFoZin13ffCKxcO,WVUeLiFoZin13ffCKxcO,クロマトグラフィーシステム,東京工業大学,,fallback,ライフサイエンス,- / -,その他,ライフサイエンス / - / -,True,True
WVWnhghqRl8zxaE8F0vE,HOKUDAI-AP-200089,マニュアルスパッタ,北海道大学,,fallback,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),成膜装置 (Film Formation and Deposition Equipment),その他,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment) / 成膜装置 (Film Formation and Deposition Equipment),True,True
WVgqn1KhdHevbLWXCg5Q,TOHOKU-420,[420]エッチングチャンバー〔リンク〕,東北大学,,fallback,加工・処理,微細加工・デバイス作製・評価,その他,加工・処理 / 微細加工・デバイス作製・評価,True,True
WVi5tikIWXAGTw6ShUA7,RYUKYU-241,【研基セ】単結晶X線構造解析システム(CCD),琉球大学 研究基盤統括センター,,fallback,分析機器,,その他,分析機器,True,True
WWLwJA9jk0TGNsNIJQJ9,TSUKUBA-313,(ARIM)イオンミリング装置,筑波大学 オープンファシリティー推進機構,,fallback,専用測定装置,,その他,専用測定装置,True,True
WWPhFe89sfANnEZBFYwn,WWPhFe89sfANnEZBFYwn,RNA抽出機QuickGene-Auto24S,新潟大学 脳研究所,,fallback,生体試料分析 (DNA関連分析を除く),,その他,生体試料分析 (DNA関連分析を除く),True,True
WWapF5yzCZ1qHCrHAWRQ,HOKUDAI-AP-100329,プラズマ式原子層堆積装置,北海道大学,,fallback,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),成膜装置 (Film Formation and Deposition Equipment),その他,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment) / 成膜装置 (Film Formation and Deposition Equipment),True,True
WWypcdRiD8WL08vFISKw,MIYAZAKI-1050,バイオメディカルフリーザー,宮崎大学 農学部 応用生物科学科,,fallback,補助装置,保存装置,その他,補助装置 / 保存装置,True,True
WWzugOmND5cPHUEqVST9,HOKUDAI-AP-902272,中圧液体クロマトグラフィー,北海道大学,,fallback,クロマトグラフ_HU (Chromatography Equipment),None,その他,クロマトグラフ_HU (Chromatography Equipment) / None,True,True
WXRlSeLxkNQE2THBlzZt,HOKUDAI-AP-902019,フローサイトメーター,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
WY4kYbmyIT1Ci3SLLlHm,NAGASAKI-246,高速ICCDカメラ,長崎大学,3753,matched,工学研究科電気電子工学分野,イメージング,画像撮影/解析,高速度カメラ・サーモカメラ,True,False
WYci9hUOBVm3GiWDXjkN,WYci9hUOBVm3GiWDXjkN,リューター,東京工業大学,,fallback,機械工作・加工,研削盤 / -,その他,機械工作・加工 / 研削盤 / -,True,True
WYu4vSvi6iAuLFIuCgV3,KYUSHU-JMS700,高分解能二重収束質量分析装置(JMS-700),九州大学 中央分析センター(筑紫地区),,fallback,,,その他,未分類,True,True
WZJ3019NSwXj3K2JNEhI,UTOKYO-451,【武田SCR】 形状・膜厚・電気特性評価装置群 DektakXT VK-X1100(404nm) DektakXT VK-X1100(404nm),東京大学,,fallback,研究設備,,その他,研究設備,True,True
WZNc7P76ADVXQ8VCletk,UTOKYO-95,ルミノイメージアナライザー LAS4010,東京大学,,fallback,研究設備,,その他,研究設備,True,True
WZjpRkgmTZQ5BZxOHf0n,YAMANASHI-LCR-MODEL-6440B,LCRメータ,山梨大学 機器分析センター,,fallback,物性評価,,その他,物性評価,True,True
WZysNuvAx22jTZnz1TXL,KYUSHU-jnm-eca800,固体核磁気共鳴装置 (JNM-ECA800),九州大学 人間環境学研究院部局管理装置,,fallback,,,その他,未分類,True,True
Wa2i4eTGLQheDqnEI6bu,TOHOKU-527,[527]フーリエ変換顕微赤外分光装置〔リンク〕,東北大学,,fallback,分析,分光分析,その他,分析 / 分光分析,True,True
Wb9eyuygBroo35lXlntU,RYUKYU-356,【熱生研】フローサイトメーター,琉球大学 熱帯生物圏研究センター,,fallback,生命科学機器,,その他,生命科学機器,True,True
WbVyErMXrmEx6fp0J6Oo,NITECH-jsm7001f,電界放出型走査電子顕微鏡(FE-SEM),名古屋工業大学,,fallback,分析装置・機器紹介,X線マイクロアナライザー室,その他,分析装置・機器紹介 / X線マイクロアナライザー室,True,True
WbnbnYNejoL91Xk3GZLU,OBIHIRO-197,凍結乾燥機(32023009),帯広畜産大学 産学連携センター 共同利用設備ステーション,,fallback,共同利用設備ステーション,試料調製,その他,共同利用設備ステーション / 試料調製,True,True
WdHdTdR3r1JO7rKoH0hQ,NIMS-185-NF0130,鍛造設備(油圧プレス),物質・材料研究機構 NIMS Open Facility,,fallback,加工・作製,塑性加工,その他,加工・作製 / 塑性加工,True,True
WdQbOy2hNv3l81cfp0Af,KYUSHU-zsx-mini,蛍光X線分析装置 Rigaku ZSX-miniX,九州大学 工学研究院部局管理装置,,fallback,,,その他,未分類,True,True
WddjlwK9K7Djn2bOG3GP,WddjlwK9K7Djn2bOG3GP,高速冷却遠心機,東京工業大学,,fallback,理化学機器,遠心分離機・ろ過機器 / -,その他,理化学機器 / 遠心分離機・ろ過機器 / -,True,True
Wdo5yyRHWzsT7C9cfRUQ,TOHOKU-373,[373]ハイブリッドフーリエ変換質量分析装置,東北大学,,fallback,分析,質量分析,その他,分析 / 質量分析,True,True
WeGq6pMlo2G19ltwA3pP,HOKUDAI-AP-901733,次世代シーケンサー NextSeq2000システム,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
Wepmdq4aKrRb83YWYqIB,AIST-CMF-061,ミニマル装置 深掘エッチャ,産業技術総合研究所,,fallback,ミニマルファブ推 進機構から寄附,,その他,ミニマルファブ推 進機構から寄附,True,True
Wg6AvxFrznjOpICVAEQe,AIST-NPF006,マスクレス露光装置,産業技術総合研究所,,fallback,リソグラフィ,,その他,リソグラフィ,True,True
WgF1w6RdhEnMGm7dW6jn,HOKUDAI-AP-100404,HPLC/トリプル四重極型GC-MS,北海道大学,,fallback,質量分析装置 (Mass Spectrometer),ガスクロマトグラフ質量分析装置(GC-MS) (Gas Chromatograph-Mass Spectrometer (GC-MS)),その他,質量分析装置 (Mass Spectrometer) / ガスクロマトグラフ質量分析装置(GC-MS) (Gas Chromatograph-Mass Spectrometer (GC-MS)),True,True
Wga1HLZVpZgGz7NiS21Z,TSUKUBA-31,熱分析装置 EXSTAR7000series:TG/DTA7300:X-DSC7000,筑波大学 オープンファシリティー推進機構,,fallback,熱分析・熱測定装置,,その他,熱分析・熱測定装置,True,True
Wggmvd9EBLaCqxDbdInQ,NIMS-48-NF0063,電気炉(材料調製装置群),物質・材料研究機構 NIMS Open Facility,,fallback,加工・作製,素材作製,その他,加工・作製 / 素材作製,True,True
WhjX4r3SUMGUesp8WzPU,KITAMI-b_007,質量分析計 (DELTA V ADVANTAGE),北見工業大学 共用設備センター,,fallback,分析・計測・試料作製関連,質量分析計,その他,分析・計測・試料作製関連 / 質量分析計,True,True
WhxyMXWBSHDNc6fdqISJ,WhxyMXWBSHDNc6fdqISJ,走査型電子顕微鏡システム(SU3500),九州大学 農学研究院部局管理装置,,fallback,,,その他,未分類,True,True
WjbRqvGmk9GtbtuzwHrr,YAMANASHI-e9920a9564,カラーレーザー顕微鏡,山梨大学 機器分析センター,,fallback,形状観察,形状測定,その他,形状観察 / 形状測定,True,True
WjldfJpZVFRfWy10guVx,KYUSHU-sem-fei-tecnai20,汎用透過型電子顕微鏡(FEI Tecnai20),九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
Wjx9VJAzjdBmMaX6YnLG,IMS-x-ray-77591e,粉末X線回折装置 Rigaku RINT-UltimaIII,分子科学研究所 機器センター,119,matched,研究設備,,構造解析/元素分析,X線回折装置(XRD),True,False
WlA0bmbv47X9mJB2Gwxu,WlA0bmbv47X9mJB2Gwxu,旭町ラボ オープンラボスペース 202実験室(D)-2,新潟大学 共用設備基盤センター,,fallback,その他,実験室,その他,その他 / 実験室,True,True
Wlnh2Tnjczj14Dm6bwoK,AIST-P08-104,反射分光膜厚測定装置,産業技術総合研究所,,fallback,,,その他,未分類,True,True
WmNkFD7E9u1eBzhMcZQa,KYUSHU-ehf-uv10mns1,大型構造物試験機,九州大学 中央分析センター(伊都地区),,fallback,,,その他,未分類,True,True
WnCOTuOidVwXKXJMqNdG,NAGASAKI-140,フーリエ変換赤外分光光度計,長崎大学,,fallback,薬学研究ユニット共用システム,分光分析,その他,薬学研究ユニット共用システム / 分光分析,True,True
WnNuC6nlX6COFzMVVEWO,WnNuC6nlX6COFzMVVEWO,高真空研究用蒸着装置,東京工業大学,,fallback,半導体・MEMS加工,- / -,その他,半導体・MEMS加工 / - / -,True,True
WnTf94TtQpab4SQ0MauL,HOKUDAI-AP-901841,750kNピン型二分力計,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
WouCyUmfnb7tjwn0N7Om,WouCyUmfnb7tjwn0N7Om,代謝実験ケージ,鳥取大学 共同利用設備,,fallback,動植物育成・培養・発酵,,その他,動植物育成・培養・発酵,True,True
Wqht8el3cLzCaEAPf3ri,UEC-184,200kV熱電子放出型透過型電子顕微鏡,電気通信大学 研究設備センター 基盤研究設備部門,,fallback,基盤研究設備部門,,その他,基盤研究設備部門,True,True
WrdmfrbABHnRld2fN95d,KYUSHU-DimensionIcon,走査型プローブ顕微鏡(Dimension FastScan),九州大学 中央分析センター(伊都地区),,fallback,,,その他,未分類,True,True
WtEsjqZEeecFiMCnVQm1,TOHOKU-529,[529]多目的X線回折複合システム,東北大学,,fallback,分析,X線分析,その他,分析 / X線分析,True,True
Wu9pXoocGjIiIpB29hbU,OSAKA-585,急速凍結装置,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,電子顕微鏡,電子顕微鏡試料作製装置,その他,電子顕微鏡 / 電子顕微鏡試料作製装置,True,True
WvpOrTDBfwId4UzlZRNw,WvpOrTDBfwId4UzlZRNw,共焦点・超解像顕微鏡(TCS SP8 STED),九州大学 中央分析センター(筑紫地区),,fallback,,,その他,未分類,True,True
WwLXPPXTkYPLBRRYySNI,AIST-MEMS074,ダイシングフィルム貼付装置,産業技術総合研究所,,fallback,,,その他,未分類,True,True
Wwa21o32jMwx0VVa35Fi,KUMAMOTO-list5f-03,電子損失分光装置 HREELS,熊本大学工学部附属工学研究機器センター,,fallback,ULSIプロセス実験室およびULSIプロセス評価室,,その他,ULSIプロセス実験室およびULSIプロセス評価室,True,True
Wy2HanU1QkHOUmyz1rg1,Wy2HanU1QkHOUmyz1rg1,マッフル炉 (Muffle Furnace),鹿児島大学 先端科学研究推進センター 機器分析部門,,fallback,機器分析部門,理工系総合研究棟6F,その他,機器分析部門 / 理工系総合研究棟6F,True,True
WzWZexRvhs43PTS8Hni4,WzWZexRvhs43PTS8Hni4,動的粘弾性測定装置 Physica MCR301,新潟大学 農学部,,fallback,材料性状試験,農業・食品関連分析(品質・物性・外観),その他,材料性状試験 / 農業・食品関連分析(品質・物性・外観),True,True
X0RATTIkOwZWAMhxJmTZ,KYUSHU-SmartLab,全自動水平型多目的X線回折装置(SmartLab),九州大学 中央分析センター(伊都地区),,fallback,,,その他,未分類,True,True
X1bROkCqHcMCLcqhXKEX,UTOKYO-65,タンパク質構造解析装置 491cLC Procise,東京大学,,fallback,研究設備,,その他,研究設備,True,True
X3hBzKMM7xVSZ8GQUGlp,RYUKYU-325,【研基セ】CO2インキュベーター,琉球大学 研究基盤統括センター,,fallback,生命科学機器,,その他,生命科学機器,True,True
X47yJfZpPyh4owKH7tY1,X47yJfZpPyh4owKH7tY1,高電圧電源,東京工業大学,,fallback,計測・測定,電磁波・粒子線 / 放射線,その他,計測・測定 / 電磁波・粒子線 / 放射線,True,True
X48zLdeGLPhBd4MDnRQH,X48zLdeGLPhBd4MDnRQH,大型恒温振とう培養器,鳥取大学 共同利用設備,,fallback,動植物育成・培養・発酵,,その他,動植物育成・培養・発酵,True,True
X4WSz3Kn0yRBGB0uz68Q,KYUSHU-jem-arm200cf,放射性物質対応型強磁性材料ナノクラスター評価システム (JEM-ARM200CF),九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
X4hlPdXejuTZ3tSEqI0y,X4hlPdXejuTZ3tSEqI0y,データウェイインジケータ,東京工業大学,,fallback,計測・測定,電磁波・粒子線 / 放射線,その他,計測・測定 / 電磁波・粒子線 / 放射線,True,True
X4uVAgs7XkOOFld4GGZe,TOHOKU-740,[740]ハイスピードカメラ,東北大学,,fallback,計測,映像,その他,計測 / 映像,True,True
X557SuHx59B5L2Y8CO6a,X557SuHx59B5L2Y8CO6a,モーションキャプチャ OptiTrack 一式,京都大学 工学部・大学院工学研究科,,fallback,建築系,,その他,建築系,True,True
X5irZ5FTgTb6cDkhoQza,HOKUDAI-AP-902131,アイトラッカー,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
X5kfLCH1bJY2GO86YpC2,X5kfLCH1bJY2GO86YpC2,SOKIA ピンポールプリズム(or1pa),お茶の水女子大学 共通機器センター,,fallback,その他の機器,,その他,その他の機器,True,True
X6P3A6pcLb6qqLpuM4cW,X6P3A6pcLb6qqLpuM4cW,X線光電子分光装置 Phi GENESIS,新潟大学 共用設備基盤センター,,fallback,"X線分析 (XRD, XRF, EPMAなど)",XPS,その他,"X線分析 (XRD, XRF, EPMAなど) / XPS",True,True
X7R6jwgtxVdGW6PH5AM0,X7R6jwgtxVdGW6PH5AM0,分子動力学専用計算機MDGRAPE-4A,理化学研究所,,fallback,研究施設,,その他,研究施設,True,True
X7ReG9Ni234E1qebdRq9,X7ReG9Ni234E1qebdRq9,"紫外可視近赤外分光光度計 (UV-Vis-NR, UH4150)",群馬大学 コアファシリティ総合センター エンジニアリング分野,,fallback,,,その他,未分類,True,True
X7iC99g9hA6X2mBoUe6i,TSUKUBA-227,紫外可視分光光度計 V-650,筑波大学 オープンファシリティー推進機構,,fallback,光分析装置,,その他,光分析装置,True,True
X7ncufsI3FKuJPlvEX3i,AIST-NPF075,解析用PC(XPS用),産業技術総合研究所,,fallback,観察・計測・分析,,その他,観察・計測・分析,True,True
X8ot6DYcitp0rxEw3ysJ,KYUSHU-TGDTA2020,差動型高温示差熱天秤(TG-DTA2020SA),九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
X8v08ovXhyFfD1jQEQJf,NAGASAKI-103,ガスクロマトグラフ (GC),長崎大学,,fallback,薬学研究ユニット共用システム,分離分析,その他,薬学研究ユニット共用システム / 分離分析,True,True
X9h6L19bF9S2HxNAvwPw,AIST-NPF116,EB用自動現像装置(カナメックス),産業技術総合研究所,,fallback,リソグラフィ,,その他,リソグラフィ,True,True
X9ymFNIR2pbUztIkjbAH,X9ymFNIR2pbUztIkjbAH,ロックウェル硬度計,東京工業大学,,fallback,計測・測定,強度・力 / 硬さ,その他,計測・測定 / 強度・力 / 硬さ,True,True
XB3f7en1up9GfOr6LKDe,XB3f7en1up9GfOr6LKDe,シェーカーBIO-shaker,鳥取大学 共同利用設備,,fallback,動植物育成・培養・発酵,,その他,動植物育成・培養・発酵,True,True
XB5TbWL3IBwp3cLyXewn,RYUKYU-221,【研基セ】高速液体クロマトグラフ(HPLC),琉球大学 研究基盤統括センター,,fallback,分析機器,,その他,分析機器,True,True
XC8jggHVrZuP8xlOvTX4,KITAMI-b_015,万能試験機 (UH-F1000KNX),北見工業大学 共用設備センター,,fallback,分析・計測・試料作製関連,その他,その他,分析・計測・試料作製関連 / その他,True,True
XC9yT4cK7BOIbirPEKv8,MIE-equipment28,凍結乾燥機,三重大学 研究基盤推進機構 先端科学研究支援センター オープンイノベーション施設,,fallback,その他,,その他,その他,True,True
XCBG45RAnWbeL01IhIUn,XCBG45RAnWbeL01IhIUn,全自動マイクロウェーブペプチド合成機,東京工業大学,,fallback,理化学機器,- / -,その他,理化学機器 / - / -,True,True
XCVjpwe5Cq7R0t28HWp7,RYUKYU-138,【保】蛍光顕微鏡,琉球大学 医学部 保健学科,,fallback,生命科学機器,,その他,生命科学機器,True,True
XCuKgmuwwjJcmVC4k5Fj,OSAKA-389,示差走査熱量計(DSC),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,4339,matched,熱分析,,熱分析・熱測定装置,熱分析・熱測定装置,True,False
XD4eNRXjZApuqjuHe1UW,HOKUDAI-AP-902125,卓上遠心機,北海道大学,,fallback,前処理装置_HU (Sample Preparation Equipment),None,その他,前処理装置_HU (Sample Preparation Equipment) / None,True,True
XDJkHe0WysRvlj5CSR5x,TOHOKU-696,[696]X線顕微鏡,東北大学,,fallback,観察,その他顕微鏡,その他,観察 / その他顕微鏡,True,True
XDLEqyzJy365wHQRG6y9,XDLEqyzJy365wHQRG6y9,精密切断装置,東京工業大学,,fallback,分析,電磁気分析装置 / 電顕用標本作成・画像処理装置,その他,分析 / 電磁気分析装置 / 電顕用標本作成・画像処理装置,True,True
XDRFgsdiupu8jRQOgKoX,UTOKYO-320,全自動ウエスタンシステム JESS,東京大学,,fallback,研究設備,,その他,研究設備,True,True
XEBf1egyFKbGxuAzTj9R,HOKUDAI-AP-901587,Countess 3 自動セルカウンター,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
XEMHpRENDSKgA8nKliWG,XEMHpRENDSKgA8nKliWG,原子吸光分析装置(液体)(AAS),宇都宮大学 研究推進機構 機器分析センター,,fallback,機器分析センター 管理・運用設備,成分分析装置群,その他,機器分析センター 管理・運用設備 / 成分分析装置群,True,True
XEhDYGipFJIyZZyUJQO8,XEhDYGipFJIyZZyUJQO8,(利用変更)高速度カメラシステム(FASTCAM-MAX 120KC),鳥取大学 共同利用設備,,fallback,画像分析,,その他,画像分析,True,True
XFesJ1xpS9tV8b0Xwv1h,UTOKYO-278,ショットキー電界放出形走査電子顕微鏡(FE-SEM) JSM-7900F,東京大学,,fallback,研究設備,,その他,研究設備,True,True
XHNNEJ5e988ovkN07YMK,TOHOKU-400,[400]バルク試料用磁気異方性トルク磁力計,東北大学,4170,matched,観察,物性評価,その他,その他,True,False
XHyVUF9CiOQZSt8hQ6KK,UTOKYO-19,高圧滅菌機 SS-240、BS-325C,東京大学,,fallback,研究設備,,その他,研究設備,True,True
XIOuvCw2Ioyl1ZKqAC8O,OSAKA-64,タンデム四重極-飛行時間型質量分析計 (ESI) HPLC装備 (ESI-Qq-MS),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,質量分析,,その他,質量分析,True,True
XKv9hvWZUxfTPYUIVE6i,UEC-733,最先端材料特性評価システム,電気通信大学 研究設備センター 基盤研究設備部門,,fallback,基盤研究設備部門,,その他,基盤研究設備部門,True,True
XLAF8RPKgq5zqIit5wAE,YAMAGUCHI-ipn98,倒立型蛍光顕微鏡,山口大学 リサーチファシリティマネジメントセンター,,fallback,光学顕微鏡/病理,一般全学共用機器,その他,光学顕微鏡/病理 / 一般全学共用機器,True,True
XLJDcaBiVEp7ttiiDSoC,KANAZAWA-5,ガスクロマトグラフ/質量分析計,金沢大学 疾患モデル総合研究センター 機器分析研究施設,,fallback,機器分析研究施設,共同利用機器,その他,機器分析研究施設 / 共同利用機器,True,True
XMGXHCy5k6zYlxvj0Lfq,UTOKYO-427,【武田SCR】 8インチ汎用スパッタ装置 SIH-450 SIH-450,東京大学,,fallback,研究設備,,その他,研究設備,True,True
XMhRXOHL75F8EuABy7Bp,MIE-equipment31,多本架冷却遠心機,三重大学 研究基盤推進機構 先端科学研究支援センター オープンイノベーション施設,,fallback,その他,,その他,その他,True,True
XN5Kpwhl6nMxe7Q3L4qa,NIMS-41-NF0050,マイクロアレイスキャナー,物質・材料研究機構 NIMS Open Facility,,fallback,分析・計測,バイオ,その他,分析・計測 / バイオ,True,True
XNEEqq1hnsNZYIdiokfj,TOHOKU-510,[510]レーザ/白色光共焦点顕微鏡〔リンク〕,東北大学,,fallback,加工・処理,微細加工・デバイス作製・評価,その他,加工・処理 / 微細加工・デバイス作製・評価,True,True
XNWwost2U0iqbj3anXQJ,AIST-MEMS006,i-線ステッパ,産業技術総合研究所,,fallback,加工,,その他,加工,True,True
XNvJCIlbTgdXjC09eGub,HOKUDAI-AP-100226,液体クロマトグラフィー,北海道大学,,fallback,クロマトグラフ (Chromatography Equipment),液体クロマトグラフ(HPLC) (High-Performance Liquid Chromatograph (HPLC)),その他,クロマトグラフ (Chromatography Equipment) / 液体クロマトグラフ(HPLC) (High-Performance Liquid Chromatograph (HPLC)),True,True
XO0RChRSFHU7yntCBzGm,KYUSHU-cryostatscm3050s,凍結切片作製装置 クリオスタットCM3050S,九州大学 工学研究院部局管理装置,,fallback,,,その他,未分類,True,True
XP0czZ1oqZjEP8GJHZkz,OBIHIRO-126,ゲル撮影装置(2020008),帯広畜産大学 産学連携センター 共同利用設備ステーション,,fallback,共同利用設備ステーション,撮影装置,その他,共同利用設備ステーション / 撮影装置,True,True
XP290NmlvV4DQe1edNVn,OSAKA-363,自動比表面積/細孔分布測定装置 (BET),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,表面積・比表面積測定装置,,その他,表面積・比表面積測定装置,True,True
XP2RSoXjuROlzgGAi39b,XP2RSoXjuROlzgGAi39b,直立ボール盤,東京工業大学,,fallback,機械工作・加工,ボール盤 / -,その他,機械工作・加工 / ボール盤 / -,True,True
XPgZMm7DgdZezRhC2Qga,XPgZMm7DgdZezRhC2Qga,遠心濃縮システム,東京工業大学,,fallback,分析,- / -,その他,分析 / - / -,True,True
XPi7dOrLiVu4321tEWuH,UTOKYO-328,TEM用ハイスループットイオン研磨システム PIPSIIシステム,東京大学,,fallback,研究設備,,その他,研究設備,True,True
XPrTc1XzqQkmlDA8gDOr,NIMS-286-NF0016,電子銃型蒸着装置 [ADS-E86],物質・材料研究機構 NIMS Open Facility,,fallback,加工・作製,微細加工,その他,加工・作製 / 微細加工,True,True
XQ1WFZPz3ZxBO98wnuWO,TOHOKU-391,[391]パルスEPR 電子スピン共鳴装置,東北大学,,fallback,分析,核磁気共鳴,その他,分析 / 核磁気共鳴,True,True
XQNS4enwA3x69EQmgjVs,KYUSHU-ehf-uv10mns2,振動台,九州大学 工学研究院部局管理装置,,fallback,,,その他,未分類,True,True
XQRAJGjvNwgSfOq0YfW2,HOKUDAI-AP-901655,StepOnePlusリアルタイムPCRシステム,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
XQfXDylMq8bFrFJAHxul,TOHOKU-815,"[815]解析用PC1(Zen,LASX)",東北大学,,fallback,シミュレート,計算機,その他,シミュレート / 計算機,True,True
XQjZJSETn0Q2EW1IfpiU,SAGA-2458,旋光計,佐賀大学 総合分析実験センター,,fallback,研究設備,全学2,その他,研究設備 / 全学2,True,True
XQr3Y0uMh6ijTbRQQ2zb,HOKUDAI-AP-902044,遺伝子導入装置,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
XR3yMoMzrcPx6ZKiJGRB,TSUKUBA-324,ガスクロマトグラフー飛行時間型ー質量分析(Pegasus 4D GCxGC-TOFMS),筑波大学 オープンファシリティー推進機構,,fallback,電磁気分析装置,,その他,電磁気分析装置,True,True
