doc_id,equipment_id,name,org_name,eqnet_equipment_id,status,before_general,before_detail,new_general,new_detail,category_changed,fallback
002KVtwb3DcwtGekcLdD,002KVtwb3DcwtGekcLdD,TG-GC-MS (Netzsch、島津),お茶の水女子大学 共通機器センター,,fallback,質量分析装置,,その他,質量分析装置,True,True
019nTUsW0xAtvbl9MCeY,KAGAWA-c2500ba9c8,エリプソメータ,香川大学 微細加工プラットフォーム,,fallback,微細加工プラットフォーム,評価装置,その他,微細加工プラットフォーム / 評価装置,True,True
01ZdNgHPMrwIcs4QayMs,HOKUDAI-AP-100319,スライドスキャナー装置,北海道大学,,fallback,バイオ関連分析装置 (Bio-related Analytical Equipment),その他のバイオ関連分析装置 (その他のバイオ関連分析装置),その他,バイオ関連分析装置 (Bio-related Analytical Equipment) / その他のバイオ関連分析装置 (その他のバイオ関連分析装置),True,True
020deicYpH2vLSQZXbYn,020deicYpH2vLSQZXbYn,小型切断機-V,鹿児島大学 先端科学研究推進センター 機器分析部門,,fallback,機器分析部門,理工系総合研究棟6F,その他,機器分析部門 / 理工系総合研究棟6F,True,True
02y664z8320kdGynar38,HOKUDAI-AP-902098,水晶振動子マイクロバランス応用分子間相互作用解析装置,北海道大学,,fallback,周辺設備_HU (Peripheral Equipment),None,その他,周辺設備_HU (Peripheral Equipment) / None,True,True
0490XBbvpqWr1p5aSYAr,TOHOKU-682,[682]住友 TEOS PECVD#2〔リンク〕,東北大学,,fallback,加工・処理,微細加工・デバイス作製・評価,その他,加工・処理 / 微細加工・デバイス作製・評価,True,True
05KFuRmZPW0eItBHjHTB,KYUSHU-IM-3000,フラットミリング装置(IM-3000),九州大学 中央分析センター(伊都地区),,fallback,,,その他,未分類,True,True
05a2HvpD60wa9U7zLld0,HOKUDAI-AP-100323,高精度圧力制御システム,北海道大学,,fallback,物性測定装置 (Physical Property Measurement Equipment),その他の物性測定装置 (Other Physical Property Measurement Equipment),その他,物性測定装置 (Physical Property Measurement Equipment) / その他の物性測定装置 (Other Physical Property Measurement Equipment),True,True
05nx1uFTnyHG9WfLfLOd,05nx1uFTnyHG9WfLfLOd,Fluorescence Spectrophotometer,沖縄科学技術大学院大学 Instrumental Analysis Section,,fallback,Other Analytical Instrument,,その他,Other Analytical Instrument,True,True
064YwKoDxMzSgpxVn0fl,KYUSHU-lsm-510-meta-nlo,二光子共焦点レーザー顕微鏡 (Carl Zeiss LSM 510 Meta NLO),九州大学 中央分析センター(伊都地区),,fallback,,,その他,未分類,True,True
07R4F47G3hoL4COzim35,HOKUDAI-AP-100399,等温滴定型熱量計,北海道大学,,fallback,バイオ関連分析装置 (Bio-related Analytical Equipment),その他のバイオ関連分析装置 (その他のバイオ関連分析装置),その他,バイオ関連分析装置 (Bio-related Analytical Equipment) / その他のバイオ関連分析装置 (その他のバイオ関連分析装置),True,True
07lUkrRo7W47MDZ66aLe,NAGOYA-IMASS-9,エネルギー分散型X線分析装置付走査型電子顕微鏡 (日立ハイテクS3000N),名古屋大学 未来材料・システム研究所,,fallback,共通機器,,その他,共通機器,True,True
095vgO4iE1wacG1MUNYe,095vgO4iE1wacG1MUNYe,卓上遠心機,東京工業大学,,fallback,理化学機器,- / -,その他,理化学機器 / - / -,True,True
09GyQB8dWePceVsUOoGy,HOKUDAI-AP-901357,凍結破砕装置 オートミル,北海道大学,,fallback,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment),None,その他,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment) / None,True,True
09H6HJILTwVlFiZI7z9N,AIST-F05-101,低エネルギー高電流イオン注入装置,産業技術総合研究所,,fallback,,,その他,未分類,True,True
09s5ujYX4DiPfL6JrOmB,UEC-199,電子線元素状態分析装置 EPMA,電気通信大学 研究設備センター 基盤研究設備部門,,fallback,基盤研究設備部門,,その他,基盤研究設備部門,True,True
09xiabwQCG8Jz2nSt3YV,09xiabwQCG8Jz2nSt3YV,核磁気共鳴装置(JNM-ECS400),九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
0CYf6mtupzGLq1gI3meX,MURORAN-list_23,超微小押込み硬度試験機(ナノインデンター),室蘭工業大学 研究基盤設備共用センター,,fallback,物性評価,,その他,物性評価,True,True
0CvVXwXOIbKS51h0f4Rk,0CvVXwXOIbKS51h0f4Rk,CCDマルチICP発光分光分析装置,九州大学 中央分析センター(筑紫地区),,fallback,,,その他,未分類,True,True
0DB6BGf9U2jma6dj1Fze,TSUKUBA-574,(ARIM)超高温炉 SR1800TS,筑波大学 オープンファシリティー推進機構,,fallback,LSIプロセス装置,,その他,LSIプロセス装置,True,True
0DhPnnl72RQ2mb15FPf9,HOKUDAI-AP-902039,NanoDrop Lite Plus Spectrophotometer,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
0ECVrnybdpnBHLYPmCdc,HOKUDAI-AP-100321,小型自動質量分析装置(HPLC-シングル四重極MS),北海道大学,,fallback,質量分析装置 (Mass Spectrometer),液体クロマトグラフ質量分析装置(LC-MS) (Liquid Chromatograph-Mass Spectrometer (LC-MS)),その他,質量分析装置 (Mass Spectrometer) / 液体クロマトグラフ質量分析装置(LC-MS) (Liquid Chromatograph-Mass Spectrometer (LC-MS)),True,True
0EPkdsPxiYCiMNsG1Blr,NITECH-jxa8530f,電界放出型電子プローブマイクロアナライザ(EPMA),名古屋工業大学,,fallback,分析装置・機器紹介,X線マイクロアナライザー室,その他,分析装置・機器紹介 / X線マイクロアナライザー室,True,True
0ETtIhtHkwEHGF8wNUbD,HOKUDAI-AP-900797,3D測定レーザー顕微鏡,北海道大学,,fallback,顕微鏡(その他)_HU (Other Microscopes),None,その他,顕微鏡(その他)_HU (Other Microscopes) / None,True,True
0EolnmqWCY7rQY51ivd6,TSUKUBA-117,スキャナータイプ画像解析装置 FLA 7000,筑波大学 オープンファシリティー推進機構,,fallback,生体物質解析装置,,その他,生体物質解析装置,True,True
0F6f7oGV9k4DoEom22Uy,HOKUDAI-AP-902100,超音波ホモジナイザー,北海道大学,,fallback,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment),None,その他,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment) / None,True,True
0GGo2oV9YxDZFO2bNoNb,0GGo2oV9YxDZFO2bNoNb,AR-NW14A Time-resolved Diffraction and Scattering,高エネルギー加速器研究機構 Photon Factory,,fallback,ビームライン,,その他,ビームライン,True,True
0Gio1BFAcJaq5B1sIY6E,HOKUDAI-AP-902147,床置式オイルミストコレクター,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
0GnqtjKWTE9wDQ5rcSBW,TSUKUBA-181,遠心エバポレーター CE 1D,筑波大学 オープンファシリティー推進機構,,fallback,生体物質解析装置,,その他,生体物質解析装置,True,True
0H31fbRnAVRagxxcqw6D,0H31fbRnAVRagxxcqw6D,日本分光 HPLC,岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,,fallback,液体クロマトグラフ (HPLC),,その他,液体クロマトグラフ (HPLC),True,True
0HNrrDll9T936o2Bslf8,0HNrrDll9T936o2Bslf8,イオンクロマトグラフ(IC),鳥取大学 共同利用設備,,fallback,クロマト系分析,,その他,クロマト系分析,True,True
0HPeIyJls2Pk3uku3v5m,0HPeIyJls2Pk3uku3v5m,AR-NW12A Macromolecular Crystallography,高エネルギー加速器研究機構 Photon Factory,,fallback,ビームライン,,その他,ビームライン,True,True
0HRXlApGha4WNp6wlVT5,YAMAGUCHI-core17,フーリエ変換赤外分光光度計,山口大学 リサーチファシリティマネジメントセンター,,fallback,光分析装置,コアファシリティ機器,その他,光分析装置 / コアファシリティ機器,True,True
0I2MGSZfIDSoVfyCHdjN,OBIHIRO-17,遠心機(レンタル専用機器)(2014027),帯広畜産大学 産学連携センター 共同利用設備ステーション,,fallback,共同利用設備ステーション,遠心機,その他,共同利用設備ステーション / 遠心機,True,True
0IUvxvZrSjVhVMb6U5UC,OBIHIRO-64,薬用冷蔵ショーケース(32014072),帯広畜産大学 産学連携センター 共同利用設備ステーション,,fallback,共同利用設備ステーション,冷蔵庫・冷凍庫,その他,共同利用設備ステーション / 冷蔵庫・冷凍庫,True,True
0J9lI8iZTvJtz7xlyKhK,RYUKYU-508,【熱生研】赤外線サーモグラフィー装置,琉球大学 熱帯生物圏研究センター,,fallback,その他,,その他,その他,True,True
0JfkJPiIoWIiuMJawTcq,HOKUDAI-AP-901504,クリーンベンチ,北海道大学,,fallback,周辺設備_HU (Peripheral Equipment),None,その他,周辺設備_HU (Peripheral Equipment) / None,True,True
0KUjoYcKP2zNERzgkNzu,OSAKA-598,クリオスタット(凍結ミクロトーム),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,バイオ関連,組織切片作製装置,その他,バイオ関連 / 組織切片作製装置,True,True
0LOTKdFn1psNRsJbo51a,NIMS-153-NF0109,ワイヤーボンダー [7476D #1],物質・材料研究機構 NIMS Open Facility,,fallback,分析・計測,電気計測,その他,分析・計測 / 電気計測,True,True
0LcXyp3Pbhuc5TQt1RXV,TSUKUBA-177,[委託] 機械工作プロトタイピング,筑波大学 オープンファシリティー推進機構,,fallback,工作機械,,その他,工作機械,True,True
0Llr2PoaBQjubAMaI7oU,0Llr2PoaBQjubAMaI7oU,プラズマCVD 装置,東京工業大学,,fallback,半導体・MEMS加工,前工程装置 / 薄膜形成装置,その他,半導体・MEMS加工 / 前工程装置 / 薄膜形成装置,True,True
0MWsaZTaXGwrvUIlE86q,NAGAOKA-fe-tem,電界放出形透過電子顕微鏡 FE-TEM,長岡技術科学大学 分析計測センター,,fallback,分析計測センター,共同利用機器および設備,その他,分析計測センター / 共同利用機器および設備,True,True
0Mlo73FBEQOIA8BCoyHz,RYUKYU-201,【医機セ】大判プリンター(SC-T7250),琉球大学 医学部 附属実験実習機器センター,,fallback,その他,,その他,その他,True,True
0N2Vldx6W7CHIVraZc1x,0N2Vldx6W7CHIVraZc1x,高速液体クロマトグラフ,東京工業大学,,fallback,ライフサイエンス,- / -,その他,ライフサイエンス / - / -,True,True
0NGXQzCVufXNP2X8o2jh,HOKUDAI-AP-100167,サーマルサイクラー,北海道大学,,fallback,バイオ関連分析装置 (Bio-related Analytical Equipment),サーマルサイクラー(PCR) (Thermal Cycler (PCR)),その他,バイオ関連分析装置 (Bio-related Analytical Equipment) / サーマルサイクラー(PCR) (Thermal Cycler (PCR)),True,True
0Ne3BFPrE348mpad9Dps,0Ne3BFPrE348mpad9Dps,実験動物用高分解能マイクロX線CT (リガク・ホールディングス CosmoScan GXIII),広島大学 自然科学研究支援開発センター 機器共用・分析部門,,fallback,その他汎用機器,,その他,その他汎用機器,True,True
0OQoh5IFBtPoeHdcGVel,AIST-NPF102,原子層堆積装置_3[FlexAL],産業技術総合研究所,,fallback,成膜,,その他,成膜,True,True
0P8n8b8YFC8X0lkLbHZW,AIST-W02,SOIウエハ・レーザー刻印付き,産業技術総合研究所,,fallback,,,その他,未分類,True,True
0PEP3Z24xtvUV6y92LBt,KITAMI-b_004,高温縦型引張試験炉 (MAT-150KS2),北見工業大学 共用設備センター,,fallback,分析・計測・試料作製関連,その他,その他,分析・計測・試料作製関連 / その他,True,True
0PKyjML9H5VXju0iwDK2,HOKUDAI-AP-901599,生細胞イメージング・プレートリーダー,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
0Psx5d849ynOZAgGaOJ1,NITECH-dektak150,触針式膜厚計,名古屋工業大学,,fallback,分析装置・機器紹介,光電子分光室,その他,分析装置・機器紹介 / 光電子分光室,True,True
0QCc1QdDDhb4LReHmOfp,HOKUDAI-AP-900760,インピーダンス/ゲイン・フェーズアナライザ,北海道大学,,fallback,専用測定装置_HU (Specialized Measurement Equipment),None,その他,専用測定装置_HU (Specialized Measurement Equipment) / None,True,True
0RZQPYiU6bQoPbt27Bxf,SAGA-2493,ガスクロマトグラフ質量分析計,佐賀大学 総合分析実験センター,,fallback,研究設備,全学1,その他,研究設備 / 全学1,True,True
0SOUxQW3f2Iz7OKJrizq,0SOUxQW3f2Iz7OKJrizq,共焦点レーザー走査型顕微鏡エビデント社製FV4000,新潟大学 医学科研究推進センター,,fallback,画像解析,顕微鏡,その他,画像解析 / 顕微鏡,True,True
0SPJ41WAdBX1LsVxqKW7,SAGA-2368,3D/4D蛍光画像解析ソフトウェア,佐賀大学 総合分析実験センター,,fallback,研究設備,全学2,その他,研究設備 / 全学2,True,True
0TEl5ydJ9uRrO5f7xlih,0TEl5ydJ9uRrO5f7xlih,共焦点・超解像顕微鏡(TCS SP8 STED),九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
0TtDAk0sDTGt8fMSz1Lj,YAMAGUCHI-core08,共焦点レーザー顕微鏡,山口大学 リサーチファシリティマネジメントセンター,,fallback,光学顕微鏡/病理,コアファシリティ機器,その他,光学顕微鏡/病理 / コアファシリティ機器,True,True
0UISY8IbltSsVi5CplRt,RYUKYU-307,【研基セ】ワイヤーダイアモンドソー,琉球大学 研究基盤統括センター,,fallback,加工機,,その他,加工機,True,True
0UdVbsC9nh64iXRUFZW7,HOKUDAI-AP-902005,デジタル旋光計,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
0Ui7mQrdRRlt0vg9NQbY,HOKUDAI-AP-901398,ケミカルインピーダンスアナライザ,北海道大学,,fallback,物性測定装置_HU (Physical Property Measurement Equipment),None,その他,物性測定装置_HU (Physical Property Measurement Equipment) / None,True,True
0WPi0hdQ0fSsFx5QDvSZ,AIST-CMF-036,ミニマル装置 集光加熱炉,産業技術総合研究所,,fallback,,,その他,未分類,True,True
0WbCZe63E3DJP9pJrteJ,IMS-maldi-tof-454584,MALDI-TOF質量分析計 Bruker microflex LRF,分子科学研究所 機器センター,,fallback,研究設備,,その他,研究設備,True,True
0X31rH1EoueACzrf1MId,0X31rH1EoueACzrf1MId,ダイシング装置 純水リサイクルユニット付きダイシング装置 ((株)ディスコ),京都大学 工学部・大学院工学研究科,,fallback,電気系,,その他,電気系,True,True
0XRuXpAJdEbGJPqzSDIL,0XRuXpAJdEbGJPqzSDIL,ローテーター,大分大学 医学部 バイオラボセンター,,fallback,バイオラボセンター,,その他,バイオラボセンター,True,True
0XaEYjbZUYwINTcRVKug,0XaEYjbZUYwINTcRVKug,セルソーター (BD FACS Aria III),広島大学 自然科学研究支援開発センター 機器共用・分析部門,,fallback,フローサイトメーター(FCM),,その他,フローサイトメーター(FCM),True,True
0XlgGea2uNtSO4xlkrGW,NAIST-NR-406,光ダイナミクス分光装置,奈良先端科学技術大学院大学 マテリアル先端リサーチインフラ事業,,fallback,分光・表面分析,,その他,分光・表面分析,True,True
0YlQLLYozmRdFl1VWqoz,OKAYAMA-67f4670618962,LC/QTOF質量分析システム,岡山大学 自然生命科学研究支援センター 分析計測・極低温部門 分析計測分野,,fallback,分析計測分野,化学系 生物学系 医学系 薬学系,その他,分析計測分野 / 化学系 生物学系 医学系 薬学系,True,True
0YvHk0IxAkL0mZ0ZqtUO,HOKUDAI-AP-902104,超高圧水銀光源,北海道大学,,fallback,顕微鏡(光学)_HU (Optical Microscopes),None,その他,顕微鏡(光学)_HU (Optical Microscopes) / None,True,True
0Z6wyp1JaEmbWxnkUpwi,KYUSHU-DSC6100,超高感度示差走査熱量計(DSC6100),九州大学 中央分析センター(筑紫地区),,fallback,,,その他,未分類,True,True
0ZO3sGv5FWN2g16UMwrS,OSAKA-392,走査電子顕微鏡 (EDS、高真空/低真空モード搭載),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,電子顕微鏡,SEM,その他,電子顕微鏡 / SEM,True,True
0a4za0EI2CUSp1qmIrJY,KYUSHU-uh-500knx,万能試験機(UH-500kNX),九州大学 中央分析センター部局管理装置(筑紫地区),,fallback,,,その他,未分類,True,True
0a98VbKUslonmfMjfTwL,0a98VbKUslonmfMjfTwL,(組織・細胞用)多点電極刺激記録装置,鳥取大学 共同利用設備,,fallback,細胞分析,,その他,細胞分析,True,True
0abycCM6CHnWmHxmCs7V,NITECH-vtr060m,真空蒸着装置,名古屋工業大学,,fallback,分析装置・機器紹介,成膜室,その他,分析装置・機器紹介 / 成膜室,True,True
0aeex6lWv5jxpbxiLRXp,RYUKYU-340,【研基セ】ガスクロマトグラフ(GC-TCD),琉球大学 研究基盤統括センター,,fallback,分析機器,,その他,分析機器,True,True
0asezH53Tie7cvkvSu9h,HOKUDAI-AP-902096,屈折計,北海道大学,,fallback,分光分析装置_HU (Spectroscopic Analysis Equipment),None,その他,分光分析装置_HU (Spectroscopic Analysis Equipment) / None,True,True
0b7lZ1yG5cMQZ2DL29ww,UEC-672,顕微レーザーラマン分光器,電気通信大学 研究設備センター 基盤研究設備部門,,fallback,基盤研究設備部門,,その他,基盤研究設備部門,True,True
0ciXnGr71Uiz6N3U88Ch,UTOKYO-481,【武田SCR】 シールドルーム SR602M SR602M,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0cyhudxqthTE9hrLzffp,HOKUDAI-AP-901712,MaxQ8000スタッカブルインキュベーション/コールドシェーカー,北海道大学,,fallback,周辺設備_HU (Peripheral Equipment),None,その他,周辺設備_HU (Peripheral Equipment) / None,True,True
0euDBH9nI8Bti49KS5Oj,0euDBH9nI8Bti49KS5Oj,PromethION 解析PC (Arcbrain SXQ2000SLNT),広島大学 自然科学研究支援開発センター 機器共用・分析部門,,fallback,DNAシーケンサー (DNA) (関連機器も含む),,その他,DNAシーケンサー (DNA) (関連機器も含む),True,True
0fP7n5C8xIAhwKS2UQKj,HOKUDAI-AP-902225,高速液体クロマトグラフ,北海道大学,,fallback,クロマトグラフ_HU (Chromatography Equipment),None,その他,クロマトグラフ_HU (Chromatography Equipment) / None,True,True
0gbg9uSiyQXAE9jCDXCr,UTOKYO-470,【武田SCR】 金属二次元NC加工装置 RD420 RD420,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0gkFo2IUWLfJsWaRCM2l,NAGASAKI-14,EQCM装置,長崎大学,,fallback,先端物質科学研究ユニット共用システム,構造・組成等分析,その他,先端物質科学研究ユニット共用システム / 構造・組成等分析,True,True
0h0mfLLss0GODeCYcGRh,UTOKYO-96,核磁気共鳴分光装置 JNM-ECA500,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0im96drZh46MXuCxpO5D,AIST-BIO-001,糖鎖プロファイル解析システム,産業技術総合研究所,,fallback,測定装置,,その他,測定装置,True,True
0iwisV8a1eBT1pWeX0jD,HOKUDAI-AP-901652,LMS LunaFL蛍光・明視野自動細胞計数装置,北海道大学,,fallback,専用測定装置_HU (Specialized Measurement Equipment),None,その他,専用測定装置_HU (Specialized Measurement Equipment) / None,True,True
0j2rviuJEmSBpssX8KC7,0j2rviuJEmSBpssX8KC7,スクライブ装置 DPS-301R-KU (ダイトロンテクノロジー(株)),京都大学 工学部・大学院工学研究科,,fallback,電気系,,その他,電気系,True,True
0jKZxb0QCaaN4iL2pLdP,0jKZxb0QCaaN4iL2pLdP,レーザー顕微鏡,宇都宮大学 研究推進機構 機器分析センター,,fallback,学内共用設備,顕微鏡装置群,その他,学内共用設備 / 顕微鏡装置群,True,True
0jXHxLPq5bwEj1SN8Tp5,TOHOKU-263,[263]多入射角高速分光エリプソメータ―〔リンク〕,東北大学,,fallback,分析,分光分析,その他,分析 / 分光分析,True,True
0jYW9aNpzyBm2ctRcvLL,HOKUDAI-AP-901383,画像解析装置,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
0knu5YwZd82n0lRKR9LO,AIST-MEMS022,アッシャー,産業技術総合研究所,,fallback,加工,,その他,加工,True,True
0lL7XPkpM2A0ofVAcWDQ,TOKUSHIMA-70,試料埋め込み機,徳島大学 地域協働技術センター,,fallback,試料作成装置,,その他,試料作成装置,True,True
0lNnz4Bb98SntDjciG8d,OSAKA-297,2次元迅速測定X線回折装置(湾曲IP) (Micro Area X-Ray Diffractometer),大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,,fallback,電子・X線回析,,その他,電子・X線回析,True,True
0lOsnJNDqMqf1JLyLvUg,0lOsnJNDqMqf1JLyLvUg,赤外線真空加熱炉,東京工業大学,,fallback,半導体・MEMS加工,- / -,その他,半導体・MEMS加工 / - / -,True,True
0lcLwMuStZ676K1Mzp9p,KUMAMOTO-list4f-07,凍結乾燥装置 日本電子株式会社 JFD-300,熊本大学工学部附属工学研究機器センター,,fallback,SEM室,,その他,SEM室,True,True
0ln1PL3cyfecRiZA0NfY,TOHOKU-719,[719]超微量粘度計,東北大学,,fallback,観察,物性評価,その他,観察 / 物性評価,True,True
0m7cF5YafLKdgxBf4uJF,UTOKYO-176,低損傷走査型分析電子顕微鏡 JSM-7500FA,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0mZKmsP29XBp872vSW0n,KYUSHU-laser-icp-ms,レーザーアブレーション ICP-MS,九州大学 中央分析センター(筑紫地区),,fallback,,,その他,未分類,True,True
0miTJVFmg2BrSZH2ZrAe,AIST-NPF082,化合物半導体エッチング装置(ICP-RIE),産業技術総合研究所,,fallback,エッチング,,その他,エッチング,True,True
0nyA1X88kmMIkfSF5grC,AIST-P07-105,枚葉式洗浄装置,産業技術総合研究所,,fallback,,,その他,未分類,True,True
0nzbjYpOEuQu8e96xnfc,TOHOKU-040,[040]マイクロウェーブプロセッサー,東北大学,,fallback,バイオ関連,組織標本関係,その他,バイオ関連 / 組織標本関係,True,True
0o0CirKetf2R34yc1PKD,KYUSHU-ECA600,核磁気共鳴装置(*) JEOL JNM-ECA600,九州大学 工学研究院部局管理装置,,fallback,,,その他,未分類,True,True
0oCPE6OM2sepzymC53jP,HOKUDAI-AP-902273,ルミノ・イメージアナライザー,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
0oPUTI0h9ODyy3CilkNa,0oPUTI0h9ODyy3CilkNa,ソフトマテリアル三次元構造解析システム JEM-1400他,京都大学 工学部・大学院工学研究科,,fallback,化学系,,その他,化学系,True,True
0ohZJJeLRjMU0y0DGKJf,HOKUDAI-AP-902117,蛍光セルイメージャー ZOE,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
0p0ihLLBgk8fiGBZyFpz,HOKUDAI-AP-901871,超音波パルス・レシーバー,北海道大学,,fallback,専用測定装置_HU (Specialized Measurement Equipment),None,その他,専用測定装置_HU (Specialized Measurement Equipment) / None,True,True
0pBWvk4yD9M6MGBtHvw4,KUMAMOTO-list4f-06,走査型電子顕微鏡 日本電子株式会社 JSM-6390LV,熊本大学工学部附属工学研究機器センター,,fallback,SEM室,,その他,SEM室,True,True
0pc0N6JMVc94EQ3mWaR6,TSUKUBA-417,高圧蒸気滅菌器 LSX-300,筑波大学 オープンファシリティー推進機構,,fallback,専用測定装置,,その他,専用測定装置,True,True
0q5YPAL4yHBddSD57hMZ,YAMAGUCHI-ipn160,蛍光顕微鏡 #4,山口大学 リサーチファシリティマネジメントセンター,,fallback,光学顕微鏡/病理,一般全学共用機器,その他,光学顕微鏡/病理 / 一般全学共用機器,True,True
0rLXJ8oD0parY4I0DOJL,UTOKYO-295,絶対PL量子収率測定装置 C9920-02G,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0rZwyr9t5li3kgdWTmkm,0rZwyr9t5li3kgdWTmkm,光露光装置 DDB-701-DL4-FBT 等 (ネオアーク(株)),京都大学 工学部・大学院工学研究科,,fallback,電気系,,その他,電気系,True,True
0rhzMrrIdX77ay3482KU,KYUSHU-AA7000,原子吸光分光光度計(AA-7000),九州大学 工学研究院部局管理装置,,fallback,,,その他,未分類,True,True
0rz16sbSZJbT4en45sRQ,TOHOKU-523,[523]断面試料作製研磨装置〔リンク〕,東北大学,,fallback,加工・処理,微細加工・デバイス作製・評価,その他,加工・処理 / 微細加工・デバイス作製・評価,True,True
0sAnHwWgZA5qbQyC8JvU,HOKUDAI-AP-901967,正立顕微鏡落射,北海道大学,,fallback,顕微鏡(光学)_HU (Optical Microscopes),None,その他,顕微鏡(光学)_HU (Optical Microscopes) / None,True,True
0sErTUVPRImSpuhnaadM,NAGASAKI-146,倒立蛍光顕微鏡,長崎大学,,fallback,薬学研究ユニット共用システム,顕微鏡,その他,薬学研究ユニット共用システム / 顕微鏡,True,True
0sfCM7NRXzPmCJmcbuJf,UTOKYO-330,高精細3Dプリンタ Agilista-3200,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0u7iWuNZv5EmPMZWmKCf,AIST-NPF025,スパッタ成膜装置(芝浦),産業技術総合研究所,,fallback,成膜,,その他,成膜,True,True
0ucSIO8QEqaZZfSwMU7S,UTOKYO-436,【武田SCR】 2インチ3元電子線蒸着装置 BB7873 BB7873,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0uoLTv9GQAICDsKpLxS2,TOHOKU-749,[749]高分解能核磁気共鳴装置(No.3),東北大学,,fallback,分析,核磁気共鳴,その他,分析 / 核磁気共鳴,True,True
0v2fSJGUMMD6SUTdgwlv,TOHOKU-621,[621]ナノレンジ押し込み硬さ試験機〔リンク〕,東北大学,,fallback,観察,物性評価,その他,観察 / 物性評価,True,True
0vdJIerePzA7Cd70FX8n,HOKUDAI-AP-100298,電気的特性評価装置,北海道大学,,fallback,専用測定装置 (Specialized Measurement Equipment),その他の専用測定装置 (Other Specialized Measurement Equipment),その他,専用測定装置 (Specialized Measurement Equipment) / その他の専用測定装置 (Other Specialized Measurement Equipment),True,True
0vgYe3422BY1K6xQDLHX,0vgYe3422BY1K6xQDLHX,高分解能差動型熱分析装置,茨城大学 研究設備共用センター,,fallback,日立地区,,その他,日立地区,True,True
0vrDi9jEZKNdFgrfbiKu,HOKUDAI-AP-901730,超音波ホモジナイザ,北海道大学,,fallback,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,その他,バイオ関連分析装置_HU (Bio-related Analytical Equipment) / None,True,True
0vyvWyQC43oL1FAhq32B,UTOKYO-18,反応ロボット Biomek 2000,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0wKFw23nkyn6pJe7Zm75,KAGAWA-bc6e92bc7f,マグネトロン スパッタリング装置 ※,香川大学 微細加工プラットフォーム,,fallback,微細加工プラットフォーム,加工装置,その他,微細加工プラットフォーム / 加工装置,True,True
0wPvV4sE549HP2A0CGQi,HOKUDAI-AP-901568,ラボ用コロナ分極装置,北海道大学,,fallback,その他_HU (Others),None,その他,その他_HU (Others) / None,True,True
0xXTtfvxNlgRlfUzIKsO,0xXTtfvxNlgRlfUzIKsO,質量分析計 / JMS-700 Mstation (JEOL),お茶の水女子大学 共通機器センター,,fallback,質量分析装置,,その他,質量分析装置,True,True
0yjXamEfnEjP1wr9FZmz,UTOKYO-474,【武田SCR】 金属三次元NC加工装置 MDX-540A MDX-540A,東京大学,,fallback,研究設備,,その他,研究設備,True,True
0zuGjoc6Qm8SFn0ScQRO,AIST-P12-104,蛍光X線膜厚測定装置,産業技術総合研究所,,fallback,,,その他,未分類,True,True
10DElzBDQ2RjUiGjXOXL,10DElzBDQ2RjUiGjXOXL,TRIP外部共用・基盤研究支援,理化学研究所,,fallback,研究施設,,その他,研究施設,True,True
10od1xQCAcpgus7uhBgi,HOKUDAI-AP-901713,クリオスタットCM1950OUVV,北海道大学,,fallback,周辺設備_HU (Peripheral Equipment),None,その他,周辺設備_HU (Peripheral Equipment) / None,True,True
11vN93gEyPFWzT36UXnd,11vN93gEyPFWzT36UXnd,リアルタイム細胞解析システム,鳥取大学 共同利用設備,,fallback,細胞分析,,その他,細胞分析,True,True
