eqnet_equipment_id,large_category_id,large_category_name,category_id,category_name_raw,category_small_name,equipment_count_hint,source_total,candidate_count,has_conflict
1690,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1691,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
1692,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1693,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
1694,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1695,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
1696,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
1697,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
1698,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
1699,39,構造解析/元素分析,48,"粉末・薄膜X線回折、小角散乱(XRD, SAXS) (37 台)","粉末・薄膜X線回折、小角散乱(XRD, SAXS)",37,37,1,False
1700,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
1701,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
1702,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1703,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1704,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1705,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1706,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
1707,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
1708,178,実験施設,183,シームレス地球・惑星物質観察分析システム (4 台),シームレス地球・惑星物質観察分析システム,4,4,1,False
1709,178,実験施設,183,シームレス地球・惑星物質観察分析システム (4 台),シームレス地球・惑星物質観察分析システム,4,4,1,False
1710,178,実験施設,183,シームレス地球・惑星物質観察分析システム (4 台),シームレス地球・惑星物質観察分析システム,4,4,1,False
1711,3,その他,6,その他 (235 台),その他,235,235,1,False
1712,3,その他,6,その他 (235 台),その他,235,235,1,False
1713,3,その他,6,その他 (235 台),その他,235,235,1,False
1714,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
1715,3,その他,6,その他 (235 台),その他,235,235,1,False
1716,10,核磁気共鳴装置(NMR),17,400MHz 固体NMR装置 (9 台),400MHz 固体NMR装置,9,9,1,False
1717,3,その他,6,その他 (235 台),その他,235,235,1,False
1718,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1719,50,専用測定装置,55,レーザー (8 台),レーザー,8,8,1,False
1720,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
1721,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
1722,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
1723,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
1724,178,実験施設,183,シームレス地球・惑星物質観察分析システム (4 台),シームレス地球・惑星物質観察分析システム,4,4,1,False
1725,10,核磁気共鳴装置(NMR),17,400MHz 固体NMR装置 (9 台),400MHz 固体NMR装置,9,9,1,False
1726,3,その他,6,その他 (235 台),その他,235,235,1,False
1727,3,その他,6,その他 (235 台),その他,235,235,1,False
1728,10,核磁気共鳴装置(NMR),17,400MHz 固体NMR装置 (9 台),400MHz 固体NMR装置,9,9,1,False
1729,3,その他,6,その他 (235 台),その他,235,235,1,False
1730,3,その他,6,その他 (235 台),その他,235,235,1,False
1731,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
1732,26,光分析装置,27,X線光電子分光分析装置(XPS、ESCA) (20 台),X線光電子分光分析装置(XPS、ESCA),20,20,1,False
1735,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
1736,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1737,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
1738,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
1739,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1740,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
1744,39,構造解析/元素分析,48,"粉末・薄膜X線回折、小角散乱(XRD, SAXS) (37 台)","粉末・薄膜X線回折、小角散乱(XRD, SAXS)",37,37,1,False
1745,10,核磁気共鳴装置(NMR),18,500MHz NMR装置 (44 台),500MHz NMR装置,44,44,1,False
1746,10,核磁気共鳴装置(NMR),21,600MHz 固体NMR装置 (9 台),600MHz 固体NMR装置,9,9,1,False
1747,130,質量分析装置(MS),136,LC-MS/LC-MS-MS(ハイブリッド) (14 台),LC-MS/LC-MS-MS(ハイブリッド),14,14,1,False
1749,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
1750,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
1751,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
1752,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
1754,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
1755,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
1756,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
1757,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
1758,74,物性計測/成分分析,75,レオロジー測定装置(rheometry) (10 台),レオロジー測定装置(rheometry),10,10,1,False
1759,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
1760,3,その他,6,その他 (235 台),その他,235,235,1,False
1761,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
1762,144,光学顕微鏡/病理,153,金属顕微鏡 (5 台),金属顕微鏡,5,5,1,False
1763,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1765,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
1766,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
1780,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
1781,144,光学顕微鏡/病理,145,デジタルマイクロスコープ (15 台),デジタルマイクロスコープ,15,15,1,False
1782,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1783,3,その他,6,その他 (235 台),その他,235,235,1,False
1784,3,その他,6,その他 (235 台),その他,235,235,1,False
1785,3,その他,6,その他 (235 台),その他,235,235,1,False
1786,3,その他,6,その他 (235 台),その他,235,235,1,False
1787,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1788,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1789,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1790,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1791,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
1792,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
1793,10,核磁気共鳴装置(NMR),18,500MHz NMR装置 (44 台),500MHz NMR装置,44,44,1,False
1794,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1800,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1801,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1802,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1803,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1804,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1805,3,その他,6,その他 (235 台),その他,235,235,1,False
1806,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1807,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
1808,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1809,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
1810,144,光学顕微鏡/病理,156,その他 (5 台),その他,5,5,1,False
1811,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1812,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
1813,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
1814,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1815,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
1816,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1817,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1818,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1819,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1820,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
1821,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1822,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1823,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
1824,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1826,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
1827,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
1828,168,遺伝子・ゲノム,169,DNAシーケンサー(サンガ―法) (30 台),DNAシーケンサー(サンガ―法),30,30,1,False
1829,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
1830,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
1831,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
1902,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
1903,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
1904,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
1905,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
1908,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
1909,130,質量分析装置(MS),137,GC-MS/GC-TOF-MS (18 台),GC-MS/GC-TOF-MS,18,18,1,False
1910,3,その他,6,その他 (235 台),その他,235,235,1,False
1911,3,その他,6,その他 (235 台),その他,235,235,1,False
1914,116,分子間相互作用解析装置,117,表面プラズモン共鳴(SPR) (7 台),表面プラズモン共鳴(SPR),7,7,1,False
1915,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1916,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
1917,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
1918,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
1919,144,光学顕微鏡/病理,151,超解像顕微鏡 (6 台),超解像顕微鏡,6,6,1,False
1920,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
1921,144,光学顕微鏡/病理,150,レーザーマイクロダイセクション(LMD) (9 台),レーザーマイクロダイセクション(LMD),9,9,1,False
1922,103,保管/収納,104,超低温フリーザー (6 台),超低温フリーザー,6,6,1,False
1923,103,保管/収納,104,超低温フリーザー (6 台),超低温フリーザー,6,6,1,False
1924,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
1925,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
1931,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1932,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1933,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
1934,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1935,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1936,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
1937,3,その他,6,その他 (235 台),その他,235,235,1,False
1938,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
1939,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1940,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
1941,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
1942,39,構造解析/元素分析,46,原子吸光光度計 (9 台),原子吸光光度計,9,9,1,False
1943,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
1944,178,実験施設,184,蒸留水・超純水装置 (11 台),蒸留水・超純水装置,11,11,1,False
1945,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
1946,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
1947,83,分離分析装置,87,イオンクロマトグラフ(HPLC) (9 台),イオンクロマトグラフ(HPLC),9,9,1,False
1948,50,専用測定装置,55,レーザー (8 台),レーザー,8,8,1,False
1949,144,光学顕微鏡/病理,151,超解像顕微鏡 (6 台),超解像顕微鏡,6,6,1,False
1950,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
1951,83,分離分析装置,84,ガスクロマトグラフ(GC) (13 台),ガスクロマトグラフ(GC),13,13,1,False
1952,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
1953,26,光分析装置,32,旋光分散計・円ニ色性分散計 (20 台),旋光分散計・円ニ色性分散計,20,20,1,False
1954,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
1955,39,構造解析/元素分析,48,"粉末・薄膜X線回折、小角散乱(XRD, SAXS) (37 台)","粉末・薄膜X線回折、小角散乱(XRD, SAXS)",37,37,1,False
1956,168,遺伝子・ゲノム,169,DNAシーケンサー(サンガ―法) (30 台),DNAシーケンサー(サンガ―法),30,30,1,False
1957,168,遺伝子・ゲノム,176,自動核酸抽出精製装置 (6 台),自動核酸抽出精製装置,6,6,1,False
1958,168,遺伝子・ゲノム,176,自動核酸抽出精製装置 (6 台),自動核酸抽出精製装置,6,6,1,False
1959,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
1960,106,画像撮影/解析,112,化学発光・蛍光撮影装置(CCDカメラタイプ) (18 台),化学発光・蛍光撮影装置(CCDカメラタイプ),18,18,1,False
1961,26,光分析装置,28,蛍光分光装置(FL) (26 台),蛍光分光装置(FL),26,26,1,False
1962,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
1963,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
1964,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
1965,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
1966,93,遠心/粉砕/加熱機器,102,密度勾配作成 (2 台),密度勾配作成,2,2,1,False
1968,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
1969,126,フローサイトメトリー(FCM)/細胞分離,129,磁気細胞分離 (1 台),磁気細胞分離,1,1,1,False
1970,74,物性計測/成分分析,76,光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他) (13 台),光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他),13,13,1,False
1974,130,質量分析装置(MS),137,GC-MS/GC-TOF-MS (18 台),GC-MS/GC-TOF-MS,18,18,1,False
1975,130,質量分析装置(MS),138,GC-MS(その他) (13 台),GC-MS(その他),13,13,1,False
1976,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
1977,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
1978,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
1980,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
1981,144,光学顕微鏡/病理,154,ライブセルイメージング装置 (16 台),ライブセルイメージング装置,16,16,1,False
1984,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
1995,103,保管/収納,104,超低温フリーザー (6 台),超低温フリーザー,6,6,1,False
1997,120,培養/恒温恒湿度器/滅菌機機,122,CO2/O2インキュベーター (8 台),CO2/O2インキュベーター,8,8,1,False
1998,120,培養/恒温恒湿度器/滅菌機機,122,CO2/O2インキュベーター (8 台),CO2/O2インキュベーター,8,8,1,False
2000,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
2002,166,半導体製造関連装置,167,半導体製造関連装置 (98 台),半導体製造関連装置,98,98,1,False
2003,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
2012,188,成膜・蒸着・膜厚測定,189,エリプソメーター (14 台),エリプソメーター,14,14,1,False
2014,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
2022,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
2023,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
2025,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
2026,106,画像撮影/解析,114,生体イメージャー (1 台),生体イメージャー,1,1,1,False
2027,144,光学顕微鏡/病理,149,多光子励起レーザ走査型顕微鏡 (7 台),多光子励起レーザ走査型顕微鏡,7,7,1,False
2028,10,核磁気共鳴装置(NMR),18,500MHz NMR装置 (44 台),500MHz NMR装置,44,44,1,False
2029,10,核磁気共鳴装置(NMR),22,700MHz NMR装置 (3 台),700MHz NMR装置,3,3,1,False
2030,10,核磁気共鳴装置(NMR),21,600MHz 固体NMR装置 (9 台),600MHz 固体NMR装置,9,9,1,False
2031,10,核磁気共鳴装置(NMR),17,400MHz 固体NMR装置 (9 台),400MHz 固体NMR装置,9,9,1,False
2032,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
2034,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
2035,50,専用測定装置,55,レーザー (8 台),レーザー,8,8,1,False
2037,3,その他,6,その他 (235 台),その他,235,235,1,False
2039,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
2040,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
2041,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
2042,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
2043,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
2044,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
2045,39,構造解析/元素分析,48,"粉末・薄膜X線回折、小角散乱(XRD, SAXS) (37 台)","粉末・薄膜X線回折、小角散乱(XRD, SAXS)",37,37,1,False
2046,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
2047,74,物性計測/成分分析,75,レオロジー測定装置(rheometry) (10 台),レオロジー測定装置(rheometry),10,10,1,False
2048,3,その他,6,その他 (235 台),その他,235,235,1,False
2049,3,その他,6,その他 (235 台),その他,235,235,1,False
2050,3,その他,6,その他 (235 台),その他,235,235,1,False
2051,178,実験施設,182,ドラフトチャンバー (7 台),ドラフトチャンバー,7,7,1,False
2052,178,実験施設,185,その他 (36 台),その他,36,36,1,False
2053,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
2054,166,半導体製造関連装置,167,半導体製造関連装置 (98 台),半導体製造関連装置,98,98,1,False
2055,166,半導体製造関連装置,167,半導体製造関連装置 (98 台),半導体製造関連装置,98,98,1,False
2056,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
2057,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
2058,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
2059,178,実験施設,182,ドラフトチャンバー (7 台),ドラフトチャンバー,7,7,1,False
2060,178,実験施設,184,蒸留水・超純水装置 (11 台),蒸留水・超純水装置,11,11,1,False
2061,50,専用測定装置,55,レーザー (8 台),レーザー,8,8,1,False
2062,50,専用測定装置,55,レーザー (8 台),レーザー,8,8,1,False
2063,50,専用測定装置,55,レーザー (8 台),レーザー,8,8,1,False
2064,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
2065,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
