eqnet_equipment_id,large_category_id,large_category_name,category_id,category_name_raw,category_small_name,equipment_count_hint,source_total,candidate_count,has_conflict
4828,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
4829,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
4830,3,その他,6,その他 (235 台),その他,235,235,1,False
4831,3,その他,6,その他 (235 台),その他,235,235,1,False
4832,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
4833,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
4834,3,その他,6,その他 (235 台),その他,235,235,1,False
4835,3,その他,6,その他 (235 台),その他,235,235,1,False
4836,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
4837,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
4838,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
4839,3,その他,6,その他 (235 台),その他,235,235,1,False
4841,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
4842,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
4890,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
4891,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
4892,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
4893,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
4896,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
4897,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
4898,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
4899,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
4900,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
4901,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
4902,178,実験施設,185,その他 (36 台),その他,36,36,1,False
4903,178,実験施設,185,その他 (36 台),その他,36,36,1,False
4904,178,実験施設,185,その他 (36 台),その他,36,36,1,False
4905,178,実験施設,185,その他 (36 台),その他,36,36,1,False
4906,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
4907,144,光学顕微鏡/病理,147,光学顕微鏡(Optical Microscope) (12 台),光学顕微鏡(Optical Microscope),12,12,1,False
4908,144,光学顕微鏡/病理,145,デジタルマイクロスコープ (15 台),デジタルマイクロスコープ,15,15,1,False
4909,69,電気泳動装置,71,ゲル・等電点電気泳動装置 (14 台),ゲル・等電点電気泳動装置,14,14,1,False
4910,168,遺伝子・ゲノム,172,遺伝子導入装置 (12 台),遺伝子導入装置,12,12,1,False
4925,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
4926,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
4927,69,電気泳動装置,71,ゲル・等電点電気泳動装置 (14 台),ゲル・等電点電気泳動装置,14,14,1,False
4928,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
4930,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
4931,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
4932,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
4933,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
4935,106,画像撮影/解析,109,ゲル・メンブレン撮影装置(CCDタイプ) (10 台),ゲル・メンブレン撮影装置(CCDタイプ),10,10,1,False
4936,106,画像撮影/解析,109,ゲル・メンブレン撮影装置(CCDタイプ) (10 台),ゲル・メンブレン撮影装置(CCDタイプ),10,10,1,False
4946,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
4947,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
4962,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
4963,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
4964,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
4965,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
4966,144,光学顕微鏡/病理,156,その他 (5 台),その他,5,5,1,False
4968,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
4969,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
4970,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
4971,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
4972,130,質量分析装置(MS),135,LC-MS/LC-MS-MS(フーリエ変換型) (5 台),LC-MS/LC-MS-MS(フーリエ変換型),5,5,1,False
4974,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
4975,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
4976,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
4977,3,その他,6,その他 (235 台),その他,235,235,1,False
4981,178,実験施設,185,その他 (36 台),その他,36,36,1,False
4982,116,分子間相互作用解析装置,119,その他 (7 台),その他,7,7,1,False
4984,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
4985,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
4986,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
4987,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
4988,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
4990,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
4991,157,電子顕微鏡および関連機器,161,超薄膜評価装置(STEM) (3 台),超薄膜評価装置(STEM),3,3,1,False
4992,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
4994,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
4995,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
4996,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
4997,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
4998,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
4999,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5000,26,光分析装置,27,X線光電子分光分析装置(XPS、ESCA) (20 台),X線光電子分光分析装置(XPS、ESCA),20,20,1,False
5003,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
5004,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
5005,188,成膜・蒸着・膜厚測定,189,エリプソメーター (14 台),エリプソメーター,14,14,1,False
5006,26,光分析装置,37,発光・蛍光光度計 (6 台),発光・蛍光光度計,6,6,1,False
5008,26,光分析装置,31,旋光計(polarimeter) (8 台),旋光計(polarimeter),8,8,1,False
5010,10,核磁気共鳴装置(NMR),11,25MHz NMR装置 (1 台),25MHz NMR装置,1,1,1,False
5012,186,加速器,187,サイクロトロン (8 台),サイクロトロン,8,8,1,False
5013,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
5014,178,実験施設,181,飼育 (7 台),飼育,7,7,1,False
5015,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
5016,50,専用測定装置,61,表面粗さ・表面形状測定器 (15 台),表面粗さ・表面形状測定器,15,15,1,False
5018,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
5019,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
5020,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
5021,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
5022,106,画像撮影/解析,112,化学発光・蛍光撮影装置(CCDカメラタイプ) (18 台),化学発光・蛍光撮影装置(CCDカメラタイプ),18,18,1,False
5023,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
5024,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
5025,168,遺伝子・ゲノム,172,遺伝子導入装置 (12 台),遺伝子導入装置,12,12,1,False
5026,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
5027,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
5028,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5029,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5030,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
5031,178,実験施設,184,蒸留水・超純水装置 (11 台),蒸留水・超純水装置,11,11,1,False
5032,178,実験施設,185,その他 (36 台),その他,36,36,1,False
5033,93,遠心/粉砕/加熱機器,98,超音波破砕 (6 台),超音波破砕,6,6,1,False
5034,93,遠心/粉砕/加熱機器,101,濃縮機 (7 台),濃縮機,7,7,1,False
5035,93,遠心/粉砕/加熱機器,101,濃縮機 (7 台),濃縮機,7,7,1,False
5036,168,遺伝子・ゲノム,175,デジタルPCR装置装置 (9 台),デジタルPCR装置装置,9,9,1,False
5037,168,遺伝子・ゲノム,176,自動核酸抽出精製装置 (6 台),自動核酸抽出精製装置,6,6,1,False
5038,168,遺伝子・ゲノム,176,自動核酸抽出精製装置 (6 台),自動核酸抽出精製装置,6,6,1,False
5039,116,分子間相互作用解析装置,118,蛍光相関分光(FCS/FCCS) (1 台),蛍光相関分光(FCS/FCCS),1,1,1,False
5040,106,画像撮影/解析,112,化学発光・蛍光撮影装置(CCDカメラタイプ) (18 台),化学発光・蛍光撮影装置(CCDカメラタイプ),18,18,1,False
5041,106,画像撮影/解析,112,化学発光・蛍光撮影装置(CCDカメラタイプ) (18 台),化学発光・蛍光撮影装置(CCDカメラタイプ),18,18,1,False
5043,178,実験施設,182,ドラフトチャンバー (7 台),ドラフトチャンバー,7,7,1,False
5044,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
5045,178,実験施設,185,その他 (36 台),その他,36,36,1,False
5046,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
5047,178,実験施設,185,その他 (36 台),その他,36,36,1,False
5048,178,実験施設,185,その他 (36 台),その他,36,36,1,False
5049,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
5050,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5051,178,実験施設,184,蒸留水・超純水装置 (11 台),蒸留水・超純水装置,11,11,1,False
5052,178,実験施設,185,その他 (36 台),その他,36,36,1,False
5053,93,遠心/粉砕/加熱機器,94,ホモジナイザー (16 台),ホモジナイザー,16,16,1,False
5054,106,画像撮影/解析,113,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET (27 台)","核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",27,27,1,False
5055,26,光分析装置,37,発光・蛍光光度計 (6 台),発光・蛍光光度計,6,6,1,False
5056,126,フローサイトメトリー(FCM)/細胞分離,128,セルアナライザー (17 台),セルアナライザー,17,17,1,False
5057,178,実験施設,185,その他 (36 台),その他,36,36,1,False
5058,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
5059,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
5060,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
5062,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
5063,72,土木・建築・工学関連装置,73,土木・建築・工学関連装置 (129 台),土木・建築・工学関連装置,129,129,1,False
5064,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
5066,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
5067,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
5068,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
5069,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
5070,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
5071,26,光分析装置,31,旋光計(polarimeter) (8 台),旋光計(polarimeter),8,8,1,False
5072,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
5074,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
5075,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
5084,130,質量分析装置(MS),136,LC-MS/LC-MS-MS(ハイブリッド) (14 台),LC-MS/LC-MS-MS(ハイブリッド),14,14,1,False
5086,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
5088,130,質量分析装置(MS),141,その他 (35 台),その他,35,35,1,False
5089,3,その他,6,その他 (235 台),その他,235,235,1,False
5090,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
5091,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
5092,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
5093,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
5094,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5095,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
5096,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
5097,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
5098,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5099,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
5100,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5101,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
5102,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5103,83,分離分析装置,84,ガスクロマトグラフ(GC) (13 台),ガスクロマトグラフ(GC),13,13,1,False
5104,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
5105,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
5106,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
5107,26,光分析装置,35,吸光プレートリーダー (2 台),吸光プレートリーダー,2,2,1,False
5108,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
5109,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
5110,106,画像撮影/解析,109,ゲル・メンブレン撮影装置(CCDタイプ) (10 台),ゲル・メンブレン撮影装置(CCDタイプ),10,10,1,False
5111,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
5112,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5113,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5114,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5115,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5116,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5117,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5118,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5119,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5121,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5122,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5123,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5124,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5125,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5126,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5127,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5129,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5130,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5131,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5132,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5133,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5134,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5135,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5136,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5137,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5139,120,培養/恒温恒湿度器/滅菌機機,124,微生物培養 (35 台),微生物培養,35,35,1,False
5140,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5141,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5142,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5143,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5144,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5145,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5146,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5147,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5148,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5149,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5150,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5151,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5152,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
5153,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
5154,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
5155,3,その他,6,その他 (235 台),その他,235,235,1,False
5156,3,その他,6,その他 (235 台),その他,235,235,1,False
5157,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5158,10,核磁気共鳴装置(NMR),17,400MHz 固体NMR装置 (9 台),400MHz 固体NMR装置,9,9,1,False
5159,130,質量分析装置(MS),140,ハイブリッドTOF-MS (12 台),ハイブリッドTOF-MS,12,12,1,False
5161,144,光学顕微鏡/病理,153,金属顕微鏡 (5 台),金属顕微鏡,5,5,1,False
5162,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
5163,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
5164,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
5165,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5166,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5167,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
5168,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
5169,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
5170,74,物性計測/成分分析,75,レオロジー測定装置(rheometry) (10 台),レオロジー測定装置(rheometry),10,10,1,False
5171,74,物性計測/成分分析,82,その他 (13 台),その他,13,13,1,False
5179,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
5181,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
5182,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
5183,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
5184,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
5185,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
5186,103,保管/収納,105,デシケーター (2 台),デシケーター,2,2,1,False
5187,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
5188,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
5189,106,画像撮影/解析,110,生体内イメージャー (5 台),生体内イメージャー,5,5,1,False
5190,106,画像撮影/解析,111,ソフトウェア (6 台),ソフトウェア,6,6,1,False
5191,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
5192,126,フローサイトメトリー(FCM)/細胞分離,128,セルアナライザー (17 台),セルアナライザー,17,17,1,False
5193,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
5194,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
5195,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
5196,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
5197,50,専用測定装置,68,その他 (51 台),その他,51,51,1,False
5198,144,光学顕微鏡/病理,154,ライブセルイメージング装置 (16 台),ライブセルイメージング装置,16,16,1,False
