seq,doc_id,name,org_name,category_general,category_detail,papers_count
1319,9nX4iWv4Fz8SJjKN1N9V,【研基セ】3Dレーザー顕微鏡（VK-X3050）,琉球大学 研究基盤統括センター,分析機器,,3
1320,X3hBzKMM7xVSZ8GQUGlp,【研基セ】CO2インキュベーター,琉球大学 研究基盤統括センター,生命科学機器,,3
1321,r4SXneBXlV4kXl2IX0up,【研基セ】DNAシークエンサー(3130xl),琉球大学 研究基盤統括センター,生命科学機器,,3
1322,KJmqqJ6qZ0CnARIBKcAf,【研基セ】DNA断片化装置(Covaris),琉球大学 研究基盤統括センター,生命科学機器,,3
1323,SoQpo0Zt31lofJEvernz,【研基セ】ICP発光分析装置(ICP-AES),琉球大学 研究基盤統括センター,分析機器,,3
1324,IiOQxiOPmbjAjORKV9aD,【研基セ】LC-MS/MS(Orbitrap),琉球大学 研究基盤統括センター,分析機器,,3
1325,W4JmrBc6N7GvkjzJP0zf,【研基セ】LC-MS/MS(TQD),琉球大学 研究基盤統括センター,分析機器,,3
1326,vBBOTQiREaXMQ4QVrH8B,【研基セ】MiSeq,琉球大学 研究基盤統括センター,生命科学機器,,3
1327,7WZnJMe9HdMf9dsCUbnP,【研基セ】NMR(400MHz),琉球大学 研究基盤統括センター,分析機器,,3
1328,4LORW63pjarAS63MXGjC,【研基セ】NMR(500MHz),琉球大学 研究基盤統括センター,分析機器,,3
1329,PqVeB85UBJmYP1vAdp0L,【研基セ】Qubit assays,琉球大学 研究基盤統括センター,分析機器,,3
1330,XS1gS1AbqhVTPOUNI13m,【研基セ】RI画像解析システム,琉球大学 研究基盤統括センター,分析機器,,3
1331,mA4eE84SblExiM44jqKN,【研基セ】TG-DTA,琉球大学 研究基盤統括センター,分析機器,,3
1332,4bUBPk96m7Tbzq293sy8,【研基セ】TOC計,琉球大学 研究基盤統括センター,分析機器,,3
1333,FMU8kgyD7kNxriRGWlDG,【研基セ】γ線検出器(LEPS #2),琉球大学 研究基盤統括センター,分析機器,,3
1334,uZoLhRioCNSD0PbGXHRP,【研基セ】γ線検出器(Well #1),琉球大学 研究基盤統括センター,分析機器,,3
1335,crE3I12pyWsbDJJUD8OK,【研基セ】イオンクロマトグラフ(IC-8100),琉球大学 研究基盤統括センター,分析機器,,3
1336,BJJKzUqDsgyczOvRcXWQ,【研基セ】エネルギー分散型蛍光Ｘ線分析装置(EDX-XRF),琉球大学 研究基盤統括センター,分析機器,,3
1337,SChTcph2iceHFZSIyuwL,【研基セ】ガスクロマトグラフ(GC-ECD),琉球大学 研究基盤統括センター,分析機器,,3
1338,vkGA3WEi5U0yGB3Kuc7p,【研基セ】ガスクロマトグラフ(GC-FID),琉球大学 研究基盤統括センター,分析機器,,3
1339,0aeex6lWv5jxpbxiLRXp,【研基セ】ガスクロマトグラフ(GC-TCD),琉球大学 研究基盤統括センター,分析機器,,3
1340,CExV3ZcdNSy7HitJGaW8,【研基セ】ガスクロマトグラフ質量分析計(GC-MS),琉球大学 研究基盤統括センター,分析機器,,3
1341,4QaLflZxFTBQJHbrXMHc,【研基セ】セルソーター(SH800),琉球大学 研究基盤統括センター,生命科学機器,,3
1342,GPZoMgWN7hO8fUGvRUUR,【研基セ】トランスブロットTurbo,琉球大学 研究基盤統括センター,生命科学機器,,3
1343,VbkW2niokexMmJl1ZroH,【研基セ】パワーパックBasic,琉球大学 研究基盤統括センター,生命科学機器,,3
1344,2ZQQH2hbMxczJ9gfzL9T,【研基セ】フーリエ変換型赤外分光光度計（FT-IR）,琉球大学 研究基盤統括センター,分析機器,,3
1345,E55vNdbPybsIuBaI6bRE,【研基セ】マッフル炉（S-70）,琉球大学 研究基盤統括センター,その他,,3
1346,yd66Fxp4In9qmmGJ9zia,【研基セ】リアルタイムPCR,琉球大学 研究基盤統括センター,生命科学機器,,3
1347,YlKdgQoj3rBiMcGUxlGC,【研基セ】卓上SEM-EDS TM3030+Quantax70,琉球大学 研究基盤統括センター,分析機器,,3
1348,FhrKAik7biKITfAvhrLQ,【研基セ】卓上SEM-EDS TM4000PlusⅡ,琉球大学 研究基盤統括センター,分析機器,,3
1349,mRiHYejrHVuC1xWp6dS6,【研基セ】卓上型X線回折装置（卓上XRD Aeris）,琉球大学 研究基盤統括センター,分析機器,,3
1350,WVi5tikIWXAGTw6ShUA7,【研基セ】単結晶X線構造解析システム(CCD),琉球大学 研究基盤統括センター,分析機器,,3
1351,ywO6oiXVZEDIuOJBU5Lf,【研基セ】単結晶X線構造解析システム(IP),琉球大学 研究基盤統括センター,分析機器,,3
1352,cPPy9pdeiPUEAbXNpIFQ,【研基セ】大型プリンター SC-P8050,琉球大学 研究基盤統括センター,その他,,3
1353,YUpC98CHvrJg0XcPHc4e,【研基セ】実体顕微鏡(SMZ1270i),琉球大学 研究基盤統括センター,生命科学機器,,2
1354,kK1i2DEPWXUGO3doFnRP,【研基セ】有機微量元素分析装置(CHN),琉球大学 研究基盤統括センター,分析機器,,3
1355,8cm8tIAlXs5xg6X8PhNV,【研基セ】核酸分析用システム(Tape Station),琉球大学 研究基盤統括センター,生命科学機器,,3
1356,ZpoByiPKOpoyDkLHZccs,【研基セ】波長分散型蛍光Ｘ線分析装置(WDX-XRF),琉球大学 研究基盤統括センター,分析機器,,3
1357,RWc3B5t77O9oqBECx7xk,【研基セ】炭素・窒素分析装置（vario MAX cube）,琉球大学 研究基盤統括センター,分析機器,,3
1358,VnWKbQRB355UKrZ8MSUl,【研基セ】純水製造装置(亜熱帯島嶼棟1F),琉球大学 研究基盤統括センター,補助装置,,3
1359,puwfplq8rKbhfvFeV5D5,【研基セ】自動DNA断片ゲル抽出システム(BluePippin),琉球大学 研究基盤統括センター,生命科学機器,,3
1360,bQYgwd5aFzVkvuhh1IXG,【研基セ】蛍光顕微鏡(BZ-X700),琉球大学 研究基盤統括センター,生命科学機器,,3
1361,PHPxryIK45x8rEMAU6Cy,【研基セ】解析用PC（X線回折・ラマン・SEM-EDS用）,琉球大学 研究基盤統括センター,その他,,3
1362,NO2HfCejWkRjEFBMKd9u,【研基セ】誘導結合プラズマ質量分析装置(ICP-MS),琉球大学 研究基盤統括センター,分析機器,,3
1363,a742B9Iee53rweEzgbz0,【研基セ】走査型プローブ顕微鏡（SPM）,琉球大学 研究基盤統括センター,分析機器,,3
1364,CVMLJ2w3KBoMOOKbYsuP,【研基セ】超純水製造装置(亜熱帯島嶼棟2F),琉球大学 研究基盤統括センター,補助装置,,3
1365,rIepTFw953kWwbUtNtV0,【研基セ】連続流れ分析装置(QuAAtro 39),琉球大学 研究基盤統括センター,分析機器,,3
1366,XB5TbWL3IBwp3cLyXewn,【研基セ】高速液体クロマトグラフ（HPLC）,琉球大学 研究基盤統括センター,分析機器,,3
1367,cUmUuSpASwsMFUjFG4aO,【研基セ】Ｘ線分析顕微鏡(XGT),琉球大学 研究基盤統括センター,分析機器,,3
1368,WUWaJHKLiFnspcq9RLJG,【農】タンパク質精製装置 AKTA pure,琉球大学 農学部,生命科学機器,,3
1369,Yc0UkUMBjGQ7vcwlSCoS,【農】リアルタイムPCR,琉球大学 農学部,生命科学機器,,3
1370,LZ1ddz84KwvhrLouD6Y6,【農】倒立蛍光顕微鏡 (THUNDER),琉球大学 農学部 顕微鏡室,生命科学機器,,3
1371,FBJsSl1F4ZHQnUjuf877,【農】小型冷却遠心機(CF16RXII),琉球大学 農学部,処理装置,,2
1372,ht3wY13aQrnuY55Vl7e9,【農】高速冷却遠心機(CR22GIII),琉球大学 農学部,処理装置,,2
1373,iyNfOU0xCr25DTlfWcps,【風樹館】ポータブル3Dスキャナー,琉球大学 博物館（風樹館）,分析機器,,3
1374,X5irZ5FTgTb6cDkhoQza,アイトラッカー,北海道大学,その他_HU (Others),None,3
1375,AeF8mCD9byS9EwFNlBsE,アクリル系樹脂3Dプリンター（光造形）,東京工業大学,機械工作・加工,その他の工作機械 / -,3
1376,cxVR8tdxtxWBcfcDjoX5,アッシャー,東京工業大学,半導体・MEMS加工,- / -,3
1377,xBbUhgNdmfD2OEmiWf0I,アッシング装置（MAS装置A室）,産業技術総合研究所,"5,600",,3
1378,wvwD0irPfETQNr389Kkq,アドワンファーム水耕栽培装置,北海道大学,その他_HU (Others),None,3
1379,PPTNlPVGvuFUatcVV7Rf,アミノ酸分析システム (Prominence),北見工業大学 共用設備センター,分析・計測・試料作製関連,クロマトグラフ,3
1380,BVNJtvoQWFDArI4TnKZX,アルバック・ファイ（ULVAC-PHI）・SAM670Xi,北陸先端科学技術大学院大学 ナノマテリアルテクノロジーセンター,多機能顕微鏡,,3
1381,XVE7ZzgiIjMIYv1xgHBf,アルバック･ファイ Quantera-SXM,岐阜大学 高等研究院 科学研究基盤センター 機器分析分野,"X線光電子分析装置 (ESCA, XPS)",,3
1382,41fUOBP5qDJyL3dGQbGT,イオンクロマトグラフ (CTO-10Avp+CDD-6A),北見工業大学 共用設備センター,分析・計測・試料作製関連,クロマトグラフ,3
1383,0HNrrDll9T936o2Bslf8,イオンクロマトグラフ(IC),鳥取大学 共同利用設備,クロマト系分析,,3
1384,78knPzeYSv90eloR8Gnc,イオンクロマトグラフィーシステム,北海道大学,クロマトグラフ_HU (Chromatography Equipment),None,3
1385,KSM8j08JUGPwiwYS2EZ6,イオンクロマトグラフ糖質分析システム,北海道大学,質量分析装置_HU (Mass Spectrometer),None,3
1386,vQKfErGTkXaV042jo5QN,イオンクロマトグラフ糖質分析システム,北海道大学,クロマトグラフ_HU (Chromatography Equipment),None,3
1387,YNU-IC_IA300,イオンクロマトグラフ（IC）,横浜国立大学 機器分析評価センター,研究設備,,3
1388,uUsKQSekWQqWI7PmHOtH,イオンコーター (Au用) -Ⅰ，Ⅲ,鹿児島大学 先端科学研究推進センター 機器分析部門,機器分析部門,理工系総合研究棟６Ｆ,3
1389,OdK3zWEL2o6eYVsS51mT,イオンコーター（FIB付帯）（2F）,産業技術総合研究所,観察・計測・分析,,3
1390,8got6NPv0af0zPBA3CIJ,イオンコーター（SEM付帯）（2F）,産業技術総合研究所,観察・計測・分析,,3
1391,Ml1mwUAGyBhbrrKusfU9,イオンコーティング装置(JFC-1600),九州大学 中央分析センター(伊都地区),,,3
1392,7ynnMFCI9IJ2i8GiAIB1,イオンスパッタ,北海道大学,微細加工・表面加工装置_HU (Microfabrication & Surface Processing Equipment),None,3
1393,nHL7OqBZIwlm8VWdRN6F,イオンスパッタ(MC1000),九州大学 中央分析センター(伊都地区),,,3
1394,lTqd5v0S9o9IQG3l6SZL,イオンスパッタリング装置 日本電子株式会社 JFC-1100E,熊本大学工学部附属工学研究機器センター,SEM室,,3
1395,Coe2pw6SBTWRvFZt7pzG,イオンスライサ (EM-09100IS),北見工業大学 共用設備センター,分析・計測・試料作製関連,その他,3
1396,ZdB4dKeBzxLkRbJSOzw9,イオンスライサー(IS) EM-09100IS,東京大学,研究設備,,3
1397,BgGvhwzJFTEntDf0hgaT,イオントラップ型質量分析装置/LCシステム(高性能気液相導入質量分析装置),岡山大学 自然生命科学研究支援センター 分析計測・極低温部門 分析計測分野,分析計測分野,化学系,3
1398,clbSk9ju1hZe1YIvnitu,イオンビームスパッタ装置,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),成膜装置 (Film Formation and Deposition Equipment),3
1399,GVt4ehqCi4eRMMEWmtQX,イオンビームミリング装置,東京工業大学,半導体・MEMS加工,前工程装置 / エッチング装置,3
1400,naTepLoXtCuxqt1Tg0kT,"イオンプラズマコーター HITACHI, E-1030",新潟大学 医学部医学科,電子顕微鏡,イオンプラズマコーター,3
1401,NJ5PLAbun6CRZAoDjB1K,イオンミリング装置,東京工業大学,半導体・MEMS加工,前工程装置 / エッチング装置,3
1402,frNXqlZ9QnMK7vvovtyH,イオンミリング装置,北海道大学,微細加工・表面加工装置 (Microfabrication & Surface Processing Equipment),イオンミリング装置 (Ion Milling System),3
1403,1BIJIW3QrDiI6yqIxbe3,イオンミリング装置(E-3500),九州大学 中央分析センター(伊都地区),,,3
1404,s6i9yZlMam15cwEzsHvR,イオンモビリティ飛行時間型イメージング質量分析システム（timsTOF fleX MALDI-2）,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,質量分析,,3
1405,TwyXvE2fhknPM72TZ4hG,イオン分光装置,熊本大学工学部附属工学研究機器センター,ULSIプロセス実験室およびULSIプロセス評価室,,3
1406,7J38EtAUvqYNXykTsOwg,イオン化ポテンシャル測定装置 PYS-201-J,東京大学,研究設備,,3
1407,s1GYTy1B2fCPcsqyaE7g,イオン注入装置（200kVイオン注入装置､バーナス源イオン源）,東京工業大学,半導体・MEMS加工,- / -,3
1408,1QXJatzkjW4hOgzXRl7K,イネゲノム構造機能解析システム1-1 (バイオハザード対応グロースキャビネット コイトトロン SBH-3024A 特殊型) (1/4スペース),新潟大学 農学部,その他,温室群,3
1409,GYOrhmKFI2ZityM66zys,イネゲノム構造機能解析システム1-2 (バイオハザード対応グロースキャビネット コイトトロン SBH-3024A 特殊型) (1/4スペース),新潟大学 農学部,その他,温室群,3
1410,elHxPjvqmkS3UrCL5IHd,イネゲノム構造機能解析システム1-3 (バイオハザード対応グロースキャビネット コイトトロン SBH-3024A 特殊型) (1/4スペース),新潟大学 農学部,その他,温室群,3
1411,6sBrz0PgwqFdba3IPykg,イネゲノム構造機能解析システム1-4 (バイオハザード対応グロースキャビネット コイトトロン SBH-3024A 特殊型) (1/4スペース),新潟大学 農学部,その他,温室群,3
1412,AIJNBQJOEykkessid4wr,イムノアッセイシステムMSD,新潟大学 脳研究所,生体試料分析 (DNA関連分析を除く),,3
1413,dJ3IAcAIFLhXIiba3Og4,イメージャー,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
1414,cEzc1ip1uyktZe0hSDEh,イメージングアナライザー,高知大学 総合研究センター 生命機能解析部門 実験実習機器施設・RI実験施設,RI実験施設,,3
1415,lDU29lY3yept60nNhMCq,イメージングアナライザー,北海道大学,バイオ関連分析装置_HU (Bio-related Analytical Equipment),None,3
1416,LNFpzFIYnDoDpHhxw7Xu,イメージングサイトメーター,北海道大学,その他_HU (Others),None,3
1417,hbbQK9dYjS6BJZ0nlVGK,イメージングマスサイトメーター（Hyperion XTi）,大阪大学 コアファシリティ機構 研究設備・機器共通予約システム,質量分析,,3
1418,WH1wi1XEWd6EbJcVvk7t,イメージングＸＰＳ装置 (サーモフィッシャー ESCALAB250Xi),名古屋大学 未来材料・システム研究所,共通機器,,3
1419,Jf9zY5CNUGm5CRpJLkja,イルミナ Single Cell 3′ RNA Prep,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
1420,BwIKBucUPfF4oVPiyUbS,イルミナMiSeqFGx システム,筑波大学 オープンファシリティー推進機構,生体物質解析装置,,3
1421,x5aNSPm5bpozvg7OZrCg,インキュベーター MIR-262（2台）,新潟大学 農学部,その他,恒温装置,3
1422,EEyYn6rDqxDkVhKJ2S4R,インキュベーターBIO-CHAMBER,鳥取大学 共同利用設備,インキュベータ,,3
1423,vaZuoq4EiUyNX8sKfYXJ,インクジェット式ナノリットルスポッター BioSpot-3,北海道大学,その他_HU (Others),None,3
1424,fyMEKzEgJnnEBz61q7cU,インジェクターEppendorf InjectMan NI2及び蛍光顕微鏡 Leica M165FC,東京医科歯科大学,研究設備,,3
1425,ggx9kAvtkVuGqG4wKPO7,インターフェースI-100,東京工業大学,理化学機器,- / -,3
1426,EAeOAktU8gRAGSlGJDgC,インバータTIG溶接機,東京工業大学,機械工作・加工,特殊加工機械 / 溶接加工,3
1427,0QCc1QdDDhb4LReHmOfp,インピーダンス/ゲイン・フェーズアナライザ,北海道大学,専用測定装置_HU (Specialized Measurement Equipment),None,3
1428,ZyBY4Eyc7CpYbiY5ZGQZ,インライン赤外分光器,北海道大学,分光分析装置_HU (Spectroscopic Analysis Equipment),None,3
1429,Iv4a7Zig3fYcxzpzpTZK,インレンズ式電界放出形走査電子顕微鏡,東京工業大学,分析,電磁気分析装置 / 走査電子顕微鏡（ＳＥＭ）,3
1430,hyKxd6JgvC7mWvqHPS42,ウェハ to ウェハ接合装置,産業技術総合研究所,加工,,3
1431,7uPLOkz9qGE6Na2yBc2K,ウェハ加熱装置,東京工業大学,半導体・MEMS加工,- / -,3
1432,5Sob7yyL48f98MLOLT9o,ウェハ洗浄装置,東京工業大学,半導体・MEMS加工,前工程装置 / 洗浄・乾燥装置,3
1433,Zqw12CyQtbZZA6DzwGg8,ウォータージャケット型パーソナルCO2インキュベーター,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
1434,fm3FsYtNoAsivvtYffrl,ウルトラソニックディスクカッター Model 601,東京大学,研究設備,,3
1435,a8IP0Rdr9PuEt4HtAmX1,ウルトラファインバブル発生装置,北海道大学,その他_HU (Others),None,3
1436,JF8K4dYWomIaejOtnkLt,ウルトラミクロトーム,名古屋工業大学,分析装置・機器紹介,透過型電子顕微鏡室Ⅲ,3
1437,bXFp2yAJOrYPpdB2qYEn,ウルトラミクロトーム,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
1438,vKilYYLyr94uQg1WuOhz,ウルトラミクロトーム,北海道大学,前処理装置 (Sample Preparation Equipment),ウルトラミクロトーム(超薄片作製装置) (Ultramicrotome (Ultra-Thin Section Preparation System)),3
1439,fbNWI3fRePRngTv1XLXr,ウルトラミクロトーム (Leica-UC7・FC7),広島大学 自然科学研究支援開発センター 機器共用・分析部門,電子顕微鏡(EM) (関連機器も含む),,3
1440,NBHqaH6UVqOQ05kgpAKx,ウルトラミクロトーム (Reichert-Jung ULTRACUT E),広島大学 自然科学研究支援開発センター 機器共用・分析部門,電子顕微鏡(EM) (関連機器も含む),,3
1441,7LO56Z7QICspvqCCwaZn,ウルトラミクロトーム EM UC6i,東京大学,研究設備,,3
1442,R5Q6APGDWoDckzRIur37,ウルトラミクロトーム EM UC7,九州大学 中央分析センター部局管理装置(筑紫地区),,,3
1443,ToYSMV4D13jW4sZzXi6d,ウルトラミクロトーム EM UC7,九州大学 中央分析センター(筑紫地区),,,3
1444,XZsNAVPfJTtnThFrhAqV,ウルトラミクロトーム EM UC7,東京大学,研究設備,,3
1445,i0Fmxz0ACJm4TdJQYssc,ウルトラミクロトーム EM UC7,九州大学 中央分析センター(伊都地区),,,3
1446,uezBxpjI1P7qsJfQ0RNN,ウルトラミクロトーム EM UC7,九州大学 工学研究院部局管理装置,,,3
1447,7LDAnlGbEiO4hZ4QHSa6,ウルトラミクロトーム EMUC7,東京大学,研究設備,,3
1448,qXoLmONy158Ic8dmtjYq,ウルトラミクロトーム ULTRACUT N,東京大学,研究設備,,3
1449,yecTGPRGt3tvdVsT5XKH,ウルトラミクロトーム Ultracut E,筑波大学 オープンファシリティー推進機構,専用測定装置,,3
1450,A8Ys4LzxHalC9YYFYywj,ウルトラミクロトーム Ultracut S,筑波大学 オープンファシリティー推進機構,専用測定装置,,3
1451,YwB3mGdMPr8qVFEFlNG5,ウルトラミクロトーム ウルトラカット S,東京医科歯科大学,研究設備,,3
1452,fp5Fe5tMiClcjCBxP7ma,ウルトラミクロトーム ウルトラカットEM UC7,東京医科歯科大学,研究設備,,3
